compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
Theophylline,,Phosphodiesterase inhibitor,Non-selective Phosphodiesterase (PDE) inhibition and Adenosine receptor antagonism,Asthma/COPD,Approved,1940s,,,approved,Respiratory,,approved_control,Approved controls (success),CN1C2=C(C(=O)N(C1=O)C)NC=N2,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,2153,OK,1940.0,78,"Physicochemically, this is a pristine fragment: MW under 200, cLogP near zero, and completely rigid with zero rotatable bonds. However, as a systemic respiratory therapeutic, it is a MedChem disaster. This tiny, flat, polar bicyclic heteroaromatic is a blatant purine mimic, guaranteeing off-target promiscuity across adenosine receptors and multiple PDE isoforms. The lack of 3D complexity or specific vector growth means achieving isoform selectivity is virtually impossible. Metabolically, the multiple N-methyl groups are highly susceptible to rapid oxidative N-demethylation, and the unsubstituted imidazole C-H is a prime site for oxidation. I fully concur with the biological advisory: the rapid clearance of this polar fragment will mandate massive, frequent dosing to maintain adequate trough levels in the lung. This high dose burden will drive severe Cmax-mediated cardiovascular (tachycardia) and gastrointestinal toxicities. You are essentially dosing a promiscuous, rapidly cleared fragment at high concentrations, obliterating any therapeutic index. Tox Summary: Not Clean (High risk of Cmax-driven off-target pharmacology and systemic toxicity).",Low,"['Purine-dione mimic (high risk of adenosine receptor/kinase promiscuity)', 'Unsubstituted imidazole C-H (site of rapid oxidation)']",0.65,"The molecule lacks reactive structural alerts (no hERG pharmacophore, no MBI motifs), so it will likely clear acute Phase 1 safety. However, dose escalation will quickly hit a ceiling due to Cmax-driven cardiovascular stimulation.",0.25,"Phase 2 will be a bloodbath. The rapid systemic clearance requires high doses for respiratory efficacy, leading to intolerable GI and CV side effects. Patient dropout rates will destroy the trial before a clear efficacy signal is established.",0.1,"Chronic administration of a narrow-TI, non-selective PDE inhibitor for a respiratory indication is commercially and clinically unviable. The adverse event profile will preclude approval.",0.01625,CAUTION,"Systemic Phosphodiesterase (PDE) inhibition for respiratory indications is a heavily stigmatized mechanism due to a notoriously narrow therapeutic index. While efficacy in airway smooth muscle relaxation and anti-inflammation is biologically validated, the target class is a clinical minefield. PDE inhibition (particularly PDE3 and PDE4) is fundamentally linked to dose-limiting gastrointestinal toxicities (intractable nausea and emesis) and cardiovascular liabilities (tachycardia, arrhythmias). The small, polar bicyclic heteroaromatic scaffold suggests rapid systemic clearance, likely necessitating high clinical doses to maintain adequate lung exposure. This high dose burden will drive Cmax-mediated systemic toxicity, leading to massive Phase 2/3 attrition due to patient dropout from intolerable side effects before a clear efficacy signal can be established."
Albuterol,,_2_ agonist,_2_-adrenergic receptor,Asthma,Approved,1981,,,approved,Respiratory,,approved_control,Approved controls (success),CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,NDAUXUAQIAJITI-UHFFFAOYSA-N,2083,OK,1981.0,42,"The NCE presents a highly optimized, low-molecular-weight (MW < 250) scaffold. The incorporation of a bulky tert-butyl group on the secondary amine provides a critical steric shield against monoamine oxidase (MAO) while driving selectivity for the target receptor via hydrophobic pocket engagement. The replacement of a traditional catechol with a salicyl alcohol motif (4-hydroxy-3-hydroxymethylphenyl) is a textbook MedChem maneuver to abrogate catechol-O-methyltransferase (COMT) liability, significantly extending the pharmacodynamic half-life. Physicochemically, the molecule is highly polar: an HBD of 4 and low cLogP ensure minimal blood-brain barrier (BBB) penetration, effectively eliminating CNS-driven off-target effects. While this polarity would typically doom an oral drug's bioavailability, it is a strategic advantage for an inhaled respiratory therapeutic, as it minimizes systemic exposure from the swallowed fraction. However, the exposed phenol and primary/secondary alcohols are massive liabilities for rapid Phase II conjugation (sulfation/glucuronidation). As per the biological advisory, systemic exposure risks severe cardiovascular liabilities (tachycardia), demanding strict inhaled formulation. The saturated market and tachyphylaxis risk add a heavy 15-point commercial penalty. Tox Summary: Clean.",Medium,None (Phenol oxidation risk is heavily mitigated by the anticipated microgram dosing),0.85,"Excellent physicochemical properties (MW < 250, low cLogP) and the absence of structural alerts or hERG liabilities ensure a high safety profile, especially at microgram inhaled doses.",0.75,"The pharmacophore is highly optimized for target engagement. The tert-butyl group ensures selectivity, and the salicyl alcohol motif prevents rapid COMT degradation, guaranteeing local efficacy in the lung.",0.3,"Despite clinical efficacy, the commercial landscape is a graveyard of saturated, low-cost generics. Chronic use risks receptor downregulation (tachyphylaxis), severely limiting long-term viability.",0.19125,CAUTION,"The target class (beta-2 adrenergic agonism) is highly validated for respiratory indications, offering rapid bronchodilation. However, systemic exposure carries significant cardiovascular liabilities, including tachycardia, palpitations, and hypokalemia, driven by off-target beta-1 activation or systemic beta-2 effects. To mitigate this, the NCE must be formulated for inhaled delivery to achieve high local lung concentrations at microgram doses, thereby avoiding the liver burden and systemic toxicity associated with oral administration. While DILI risk is low due to the anticipated low dose, chronic use risks receptor downregulation (tachyphylaxis). Furthermore, the clinical development hurdle is immense due to a saturated market of highly effective, low-cost generic standards."
Salmeterol,,_2_ agonist,_2_-adrenergic receptor,Asthma/COPD,Approved,1994,,,approved,Respiratory,,approved_control,Approved controls (success),C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,GIIZNNXWQWCKIB-UHFFFAOYSA-N,5152,OK,1994.0,82,"This molecule is a structural paradox, heavily reliant on its delivery route to survive its own physicochemical flaws. The polar headgroup (beta-hydroxy amine and salicyl alcohol derivative) provides excellent hydrogen bond vectors for target engagement, keeping TPSA within an acceptable range (~81 Å²). However, the molecule is severely penalized by the 'Balloon' rule: the extended phenyl-butoxy-hexyl tail introduces ~15 rotatable bonds, creating an entropic nightmare. While the biological advisory notes this tail drives exosite anchoring and prolonged residence time, from a pure MedChem perspective, it is a massive liability. The combination of a strong basic center (secondary amine, pKa ~9.5) and this extreme lipophilic appendage forms a classic hERG pharmacophore, perfectly aligning with the advisory's warning of systemic cardiovascular tox (QT prolongation, tachycardia). Metabolically, this structure is a disaster for oral delivery: the long ether-linked aliphatic chain is highly susceptible to CYP-mediated omega-oxidation and O-dealkylation, while the phenolic headgroup guarantees rapid Phase II glucuronidation. For an inhaled compound, this rapid systemic clearance is actually a required safety feature to minimize the severe CV liabilities, but it leaves the therapeutic window entirely dependent on local tissue retention and device efficiency. Combined with the severe clinical stigma of tachyphylaxis and paradoxical bronchospasm (+30 penalty), the structural risks are immense. Tox Summary: Not Clean (High hERG/CV liability upon systemic exposure; potential reactive quinone methide formation from the ortho-hydroxymethyl phenol).",Low,Basic amine linked to extended lipophilic tail (hERG liability); ortho-hydroxymethyl phenol (potential for reactive quinone methide intermediate under specific oxidative conditions); extended aliphatic ether (high clearance via O-dealkylation).,0.45,Systemic spillover guarantees cardiovascular toxicity due to the potent hERG pharmacophore (basic amine + massive grease). Phase 1 success relies entirely on the formulation restricting exposure to the lung compartment and rapid hepatic clearance of any swallowed fraction.,0.6,"The exosite-anchoring lipophilic tail will drive exceptional local potency and prolonged receptor residence time, ensuring strong target engagement in the respiratory tract at microgram doses.",0.2,Chronic agonism leading to tachyphylaxis and the severe clinical stigma of asthma-related mortality without concomitant corticosteroid therapy present massive regulatory hurdles. The narrow therapeutic index regarding systemic CV tox further cripples chronic viability.,0.054,CAUTION,"The target class (beta-2 adrenergic agonism) is highly validated for respiratory indications, but fraught with chronic use liabilities. The extended lipophilic tail on this scaffold suggests exosite anchoring, driving prolonged receptor residence time and high potency. This allows for microgram-level dosing via inhalation, effectively eliminating hepatic burden and DILI risk. However, chronic agonism of this receptor class is notorious for inducing tachyphylaxis (receptor downregulation) and carries a severe clinical stigma of paradoxical bronchospasm and increased asthma-related mortality if administered without concomitant corticosteroid therapy. Furthermore, any systemic spillover guarantees cardiovascular liabilities, including tachycardia, QT prolongation, and hypokalemia."
Amoxicillin,,Penicillin antibiotic,Penicillin-binding proteins (PBPs) (inhibits cell wall synthesis),Bacterial infection,Approved,1974,,,approved,Infectious,,approved_control,Approved controls (success),CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,33613,OK,1974.0,78,"Evaluating this NCE strictly on physicochemical merits reveals a highly polar, zwitterionic molecule with severe developability flaws. While it avoids the 'grease tax' (cLogP is extremely low, mitigating hERG and lipophilicity-driven DILI), it completely fails passive permeability metrics. The combination of a carboxylic acid, primary amine, phenol, and amide pushes the TPSA well over 130 Å² and the HBD count to 5. This guarantees abysmal passive oral absorption, forcing reliance on active transport and resulting in massive gut retention—perfectly aligning with Salah's warning of microbiome obliteration at the required high doses. The most critical MedChem liability is the highly strained beta-lactam core. In modern drug discovery, this is a glaring structural alert: a reactive electrophile that acts as a hapten, covalently modifying host proteins and driving idiosyncratic IgE-mediated hypersensitivity. Furthermore, the lack of steric shielding around the lactam leaves it highly vulnerable to enzymatic hydrolysis (beta-lactamases), and the phenol ring acts as an immediate Phase II metabolic sink (glucuronidation/sulfation). Factoring in Salah's 20-point penalty for the high dose burden and resistance vulnerability, this structure is a liability-laden relic. Tox Summary: Not Clean (Electrophilic haptenization and idiosyncratic immune risk).",Low,['Strained beta-lactam ring (electrophilic hapten/covalent reactivity)'],0.45,"The reactive beta-lactam core guarantees a baseline rate of covalent protein binding, driving idiosyncratic immune reactions and hypersensitivity, severely capping Phase 1 safety confidence.",0.35,"While the mechanism is validated, the extreme polarity and zwitterionic nature mean passive target tissue penetration is negligible. Efficacy relies entirely on massive dosing to overcome poor PK and enzymatic degradation by lactamases.",0.15,"The requirement for massive systemic exposures combined with poor gut absorption will drive severe gastrointestinal toxicity and microbiome destruction, making broad approval as a modern NCE highly improbable.",0.023625,CAUTION,"The target mechanism—inhibiting bacterial cell wall synthesis via penicillin-binding proteins—is historically elite, exploiting a fundamental prokaryotic/eukaryotic divergence to yield a massive therapeutic index. However, evaluating this as a modern NCE reveals critical clinical liabilities. The reactive beta-lactam core acts as a hapten, covalently binding to host proteins and guaranteeing a baseline rate of IgE-mediated hypersensitivity and idiosyncratic immune reactions. Furthermore, pharmacokinetic drivers for this class require massive systemic exposures (often >1g/day) to maintain Time > MIC. Pushing this high of a dose burden through the gut will obliterate the host microbiome, driving severe GI tox and opportunistic infections. Finally, without explicit structural protection against ubiquitous beta-lactamases, this NCE is a sitting duck for pre-existing antimicrobial resistance."
Azithromycin,,Macrolide antibiotic,50S ribosomal subunit (inhibits bacterial protein synthesis),Bacterial infection,Approved,1991,,,approved,Infectious,,approved_control,Approved controls (success),CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,MQTOSJVFKKJCRP-BICOPXKESA-N,447043,OK,1991.0,85,"This NCE is a physicochemical nightmare, presenting as a massive 'Balloon' with MW > 700 and TPSA > 150 Å², obliterating standard developability metrics. Ligand efficiency is inherently abysmal. Structurally, the basic dimethylamino appendage linked to the sprawling lipophilic macrocycle forms a textbook hERG pharmacophore, corroborating the biological advisory's QTc warning. Furthermore, the sheer mass and lipophilic burden dictate obligate hepatic/biliary clearance. When coupled with the high doses (>250mg) required to overcome poor permeability and efflux pumps, the Rule of Two is violently triggered, guaranteeing a high risk of cholestatic DILI. The tertiary amines also present obvious liabilities for CYP3A4-mediated N-demethylation. While macrocycles can sometimes exhibit chameleonic properties to cheat permeability, the combined weight of hERG, DILI, and off-target motilin agonism creates an unacceptably narrow therapeutic window. Tox Summary: Not Clean.",Medium,"Basic dimethylamino group linked to lipophilic macrocycle (hERG liability), massive lipophilic core (cholestatic DILI risk via biliary clearance)",0.4,"Significant safety hurdles. The hERG liability and high-dose DILI risk severely compress the safety margin, compounded by off-target GI distress.",0.35,Target engagement is compromised by rampant bacterial resistance (efflux/methylation) and the inherent permeability challenges of a >700 MW molecule.,0.15,"In an exhausted target space, the narrow therapeutic window and severe side effect profile (QTc, DILI, GI) make commercial viability and chronic safety highly improbable.",0.021,CAUTION,"While the 50S ribosomal subunit is a clinically validated target for infectious diseases, the macrolide class is a heavily exhausted space plagued by rampant bacterial resistance (erm-mediated ribosomal methylation and efflux pumps). Structurally, this is a massive, highly lipophilic macrocycle that will require high clinical doses (likely >250mg) to achieve the necessary AUC/MIC ratios for efficacy. This high dose burden, combined with obligate hepatic/biliary clearance of such a large molecule, guarantees a significant risk of cholestatic DILI. Furthermore, the NCE inherits severe class-wide liabilities: QTc prolongation via hERG channel blockade and severe gastrointestinal distress due to off-target motilin receptor agonism. The therapeutic window here is inherently narrow."
Ciprofloxacin,,Fluoroquinolone antibiotic,DNA gyrase (Topoisomerase II) and Topoisomerase IV,Bacterial infection,Approved,1987,,,approved,Infectious,,approved_control,Approved controls (success),C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,2764,OK,1987.0,78,"Physicochemically, this NCE is a highly efficient small molecule (MW ~331, low cLogP, TPSA ~73 Å²). It perfectly balances the zwitterionic properties (carboxylic acid and basic secondary amine) required for Gram-negative porin penetration. However, the structural motifs carry severe, unmitigated liabilities. The unsubstituted piperazine ring is a notorious pharmacophore for GABA-A receptor antagonism. When forced into the massive clinical doses (250-750 mg) required for antimicrobial AUC/MIC targets, this guarantees a high risk of dose-limiting CNS toxicity and seizures. Furthermore, the fluorinated core scaffold is intrinsically linked to the class-wide mitochondrial and connective tissue toxicities (tendon rupture, aortic aneurysms) detailed in the biological advisory. While metabolic stability is likely high due to the polar nature favoring unchanged renal clearance, the requisite high systemic exposure exacerbates these off-target effects, resulting in a razor-thin therapeutic index. Tox Summary: Not Clean.",High,"['Unsubstituted piperazine (GABA-A antagonism / CNS toxicity)', 'Fluorinated quinolone core (Connective tissue / mitochondrial toxicity)']",0.45,"Acute safety is severely compromised by the high Cmax required for efficacy, risking immediate CNS events driven by the basic piperazine moiety.",0.35,"While the mechanism is validated, rampant pre-existing target-site mutations (gyrA/parC) and efflux pump resistance severely threaten clinical efficacy.",0.1,Class-wide black box warnings for irreversible multi-systemic toxicities make regulatory approval and commercial viability highly improbable for a novel agent with classic structural liabilities.,0.01575,CAUTION,"Do not let the historical efficacy of this target class fool you; the modern regulatory landscape for novel fluoroquinolones is an absolute minefield. While the mechanism (bacterial DNA gyrase/topoisomerase IV inhibition) is clinically validated, the class is permanently scarred by severe, irreversible, and multi-systemic toxicities. We are talking about class-wide black box warnings for tendon rupture, peripheral neuropathy, CNS disturbances, and aortic aneurysms, likely driven by off-target mitochondrial toxicity and collagen degradation. Furthermore, antibiotics inherently require massive clinical doses (often 250mg to 750mg daily) to maintain adequate AUC/MIC ratios. Pushing high-dose xenobiotics with known connective tissue and CNS liabilities into a patient guarantees a razor-thin therapeutic index. Combined with rampant, pre-existing target-site mutations (gyrA/parC) and efflux pump resistance, any NCE in this space faces a brutal path to approval."
Levofloxacin,,Fluoroquinolone antibiotic,DNA gyrase (Topoisomerase II) and Topoisomerase IV,Bacterial infection,Approved,1996,,,approved,Infectious,,approved_control,Approved controls (success),C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,GSDSWSVVBLHKDQ-JTQLQIEISA-N,149096,OK,1996.0,78,"Physicochemically, this NCE presents an attractive profile: MW < 400, low TPSA (~75 Å²), and a highly rigid tricyclic fused oxazine core that minimizes entropic penalties. However, the structural motifs are inextricably linked to severe, class-wide toxicities. The C3-carboxylic acid and C4-ketone form an obligate metal-chelating pharmacophore (Mg2+), which, while essential for target engagement, is implicated in cartilage and tendon toxicity. Critically, the C7-(4-methylpiperazin-1-yl) moiety introduces a basic amine (pKa ~8.5). As highlighted by the biological advisory, this specific vector directly drives GABA receptor antagonism (seizure risk) and contributes to hERG channel affinity (QTc prolongation). Furthermore, the carboxylic acid is susceptible to acyl glucuronidation. Given the massive systemic doses (>250mg) required for antibacterial efficacy, this metabolic pathway presents a severe idiosyncratic DILI risk. The 40-point biological penalty is fully justified by these structural liabilities. Tox Summary: Not Clean.",High,"['C3-carboxylic acid/C4-ketone motif (metal chelation, tendon toxicity)', 'C7-4-methylpiperazine (GABA antagonism, hERG liability)', 'Carboxylic acid (acyl glucuronidation leading to idiosyncratic DILI at high doses)']",0.35,"High risk of QTc prolongation and CNS toxicity driven by the basic C7-piperazine, compounded by the high Cmax required for antibacterial efficacy.",0.7,The rigid tricyclic scaffold and validated DNA gyrase/Topo IV mechanism strongly predict excellent target engagement and bacterial eradication.,0.1,"Severe regulatory headwinds. The high dose burden guarantees heavy hepatic exposure (DILI risk via acyl glucuronides), and class-wide black box warnings (tendon rupture, neuropathy) will cripple a novel entity without a pristine safety database.",0.0245,CAUTION,"The fluoroquinolone class is a regulatory minefield. While DNA gyrase/Topoisomerase IV inhibition is a validated mechanism for bacterial eradication, the human host pays a severe toll. This class carries massive historical baggage and black box warnings for tendon rupture, irreversible peripheral neuropathy, aortic dissection, and CNS toxicity (seizures driven by GABA antagonism, often exacerbated by C7-piperazine-like moieties). Furthermore, achieving the necessary AUC/MIC ratios for infectious disease requires massive systemic doses (often >250-500mg daily). This high dose burden guarantees heavy hepatic exposure, elevating the risk of idiosyncratic DILI—a historical graveyard for several prior quinolones. Any NCE in this class faces an incredibly hostile regulatory environment requiring massive safety databases to rule out QTc prolongation, dysglycemia, and hepatotoxicity."
Doxycycline,,Tetracycline antibiotic,30S ribosomal subunit (inhibits bacterial protein synthesis),Bacterial infection,Approved,1967,,,approved,Infectious,,approved_control,Approved controls (success),C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N,54671203,OK,1967.0,75,"The NCE features a highly rigid, tetracyclic core heavily decorated with oxygen-containing functional groups (phenols, enols, ketones, hydroxyls) and a basic dimethylamino group. While the MW is acceptable (<450), the physicochemical profile is severely compromised by an extreme topological polar surface area (TPSA > 150 Å²) and excessive hydrogen bond donors (HBD > 5), which will cripple passive membrane permeability. To achieve the high systemic exposures required for efficacy, massive oral doses will be necessary, driving the GI dysbiosis and hepatotoxicity highlighted in the biological advisory. Structurally, the contiguous arrangement of 1,3-diketone and enol systems creates a potent, non-selective chelator for polyvalent metal cations (Ca2+, Mg2+, Fe3+). This guarantees erratic oral absorption and irreversible sequestration in calcifying tissues. Furthermore, the molecule is a chemical instability minefield: the alpha-dimethylamino ketone moiety is highly prone to epimerization, and the extended conjugated pi-system carries a significant risk of photo-oxidation and clinical phototoxicity. Tox Summary: Not Clean.",Medium,"['Extended conjugated polycyclic system (phototoxicity)', 'Poly-oxygenated 1,3-diketone/enol arrays (metal chelation and tissue deposition)']",0.4,"High dose requirements combined with poor permeability will drive severe GI intolerability. The conjugated scaffold presents a high risk for phototoxicity, and the chelation motif guarantees off-target tissue deposition.",0.3,"Efficacy is heavily threatened by poor intracellular accumulation due to high TPSA, compounded by the widespread efflux pumps and ribosomal protection mechanisms noted in the biological advisory.",0.1,"The inherent bone/teeth deposition liability strictly contraindicates use in pediatric and obstetric populations, severely truncating the addressable market and commercial viability.",0.012,CAUTION,"This NCE targets the bacterial 30S ribosome, a highly validated but heavily compromised mechanism. The polycyclic, oxygen-rich scaffold is a notorious chelator of polyvalent cations, guaranteeing deposition in calcifying tissues (teeth/bones) and restricting pediatric or obstetric use. Furthermore, infectious disease indications for this class require massive dose burdens (often >100-200mg/day) to achieve necessary AUC/MIC ratios. This high systemic exposure drives severe GI dysbiosis, phototoxicity, and dose-dependent hepatotoxicity. Clinically, the graveyard for this class is filled with molecules that failed to overcome widespread efflux pumps (TetA/K) and ribosomal protection proteins (TetM). Unless this specific stereochemical configuration completely evades these resistance mechanisms while maintaining a lower effective dose, it will fail to differentiate from established agents."
Acyclovir,,Nucleoside analogue antiviral,Viral DNA polymerase (causes chain termination),Herpes virus,Approved,1982,,,approved,Infectious,,approved_control,Approved controls (success),C1=NC2=C(N1COCCO)N=C(NC2=O)N,MKUXAQIIEYXACX-UHFFFAOYSA-N,135398513,OK,1982.0,72,"Physicochemical analysis reveals a highly polar, low-molecular-weight NCE (MW < 250) with extreme hydrophilicity (estimated cLogP < 0) and a massive polar surface area (TPSA > 130 Å²). The high HBD count (4) and TPSA completely preclude passive membrane permeability. While the acyclic surrogate avoids the steric bulk of a full ribose ring, the abysmal predicted oral bioavailability dictates a massive clinical dose burden to drive intracellular accumulation for the required triphosphorylation cascade. This high systemic exposure of a flat, rigid purine core introduces a severe liability for poor physiological solubility and subsequent crystal nephropathy during renal clearance. Furthermore, the structural mimicry inherent to this chemotype carries a baseline risk for mitochondrial DNA polymerase gamma (POLG) inhibition. Incorporating the biological advisory (+20 penalty), the molecule is heavily penalized for its reliance on brute-force dosing to overcome fundamental PK flaws. Tox Summary: Not Clean (Renal crystallization risk, POLG liability).",Medium,"['Purine core (renal crystallization risk at high doses)', 'Acyclic nucleoside surrogate (POLG off-target liability)']",0.55,High dose requirements due to poor permeability significantly elevate the risk of acute renal toxicity (crystal nephropathy) and GI intolerance.,0.35,Efficacy is entirely dependent on host/viral kinase efficiency for triphosphorylation and overcoming the severe permeability barrier to achieve intracellular target engagement.,0.15,"Chronic administration of high-dose nucleoside analogues carries cumulative risks of mitochondrial toxicity, and the massive pill burden will severely impact patient compliance.",0.028875,CAUTION,"The nucleoside analogue class is clinically validated for viral infections, but it is far from a free pass. The mechanism fundamentally relies on intracellular triphosphorylation, meaning efficacy is entirely hostage to the efficiency of viral versus host kinases. The acyclic sugar surrogate presented here typically reduces host DNA polymerase off-target affinity, but it comes at a steep cost: abysmal oral bioavailability. To achieve therapeutic intracellular triphosphate levels, this chemotype will demand a massive clinical dose burden (likely >500mg to grams per day). This high systemic exposure forces the compound through renal clearance pathways, creating a severe risk for crystal nephropathy or direct tubular toxicity. Furthermore, class-wide mitochondrial toxicity (via POLG inhibition) remains a looming threat for any nucleoside analogue, potentially leading to lactic acidosis or hepatotoxicity if the therapeutic window is narrow."
Trifluoperazine,,First-gen antipsychotic,Dopamine D2 receptor antagonist,Schizophrenia,Approved,1959,,,approved,CNS,,approved_control,Approved controls (success),CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,ZEWQUBUPAILYHI-UHFFFAOYSA-N,5566,OK,1959.0,95,"As an NCE proposed in the modern era, this molecule is a physicochemical disaster. The architecture consists of a highly lipophilic, electron-deficient tricyclic core (CF3-substituted) tethered via a flexible propyl linker to a basic N-methylpiperazine (pKa ~9). With an estimated cLogP > 4.5 and an abysmal TPSA < 15 Å², this is a classic 'grease ball' that relies entirely on hydrophobic packing and a single ionic interaction for target binding. This lack of directional polar vectors guarantees the catastrophic polypharmacology (H1, M1, Alpha-1) highlighted in the biological advisory. Furthermore, the [Basic Amine] + [3-Carbon Spacer] + [Lipophilic Aromatic Core] motif is the textbook hERG pharmacophore, presenting a severe QTc prolongation risk. The combination of high lipophilicity and a strong basic center also ensures lysosomal trapping, leading to phospholipidosis and cholestatic DILI. Metabolically, the core sulfur is highly susceptible to oxidation (sulfoxide/sulfone formation), and the piperazine to N-demethylation. Integrating the biological advisory's 45-point penalty for the archaic, inherently toxic mechanism, this scaffold is un-developable today. Tox Summary: Not Clean.",Low,"Basic piperazine + propyl linker + lipophilic core (hERG pharmacophore / Lysosomotropism alert), Tricyclic thioether (reactive sulfur oxidation to sulfoxides/sulfones)",0.05,"Severe hERG liability driven by the classic pharmacophore, combined with high risk of phospholipidosis and DILI due to the basic, highly lipophilic nature of the molecule.",0.15,"While the extreme lipophilicity ensures BBB penetration and target engagement, the therapeutic window is virtually non-existent due to off-target biogenic amine receptor binding.",0.01,"Chronic dosing of a highly lipophilic D2 antagonist with this structural profile guarantees severe Extrapyramidal Symptoms (EPS), Tardive Dyskinesia, and cumulative organ toxicity (DILI).",7.5e-05,TERMINATE,"Developing a novel First-Generation Antipsychotic (FGA) in the modern era is clinical suicide. The mechanism relies on brute-force D2 receptor antagonism, where the efficacy threshold (>80% striatal D2 occupancy) overlaps directly with the threshold for severe Extrapyramidal Symptoms (EPS), hyperprolactinemia, and irreversible Tardive Dyskinesia. Structurally, the highly lipophilic tricyclic phenothiazine-like core paired with a basic piperazine tail guarantees a 'dirty' polypharmacology profile, inevitably hitting H1 (sedation), M1 (cognitive blunting), and Alpha-1 (orthostatic hypotension). Furthermore, this specific scaffold class is notorious for hERG channel blockade (fatal QTc prolongation) and lysosomotropism leading to phospholipidosis and cholestatic DILI. The regulatory agencies will not tolerate this archaic safety profile for a new chemical entity when safer atypical mechanisms exist."
