compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V24,Rationale V24,Metabolic Stability V24,Toxic Fragments V24,P1 Prob V24,P1 Rationale V24,P2 Prob V24,P2 Rationale V24,P3 Prob V24,P3 Rationale V24,TCSP V24,Salah Verdict V24,Biological Risk V24
Simvastatin,,HMG-CoA reductase inhibitor,HMG-CoA reductase,Dyslipidemia,Approved,1991,,,approved,Cardiovascular,,approved_control,Approved controls (success),CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,RYMZZMVNJRMUDD-HGQWONQESA-N,54454,OK,1991.0,15,"The molecule employs an elegant, highly effective prodrug strategy. The closed delta-lactone masks the polar pharmacophore (TPSA ~72 Å², HBD 1), driving passive permeability and massive first-pass hepatic extraction. Once in the liver, enzymatic hydrolysis unveils the active beta,delta-dihydroxy acid to mimic HMG-CoA. A masterstroke of MedChem is the 2,2-dimethylbutanoate ester: the alpha-gem-dimethyl steric bulk shields this ester from premature plasma hydrolysis, ensuring activation occurs selectively at the lactone. The hexahydronaphthalene core provides necessary hydrophobic contacts but pushes cLogP to the upper boundary (~4.5-5.0). This high lipophilicity, combined with the conjugated diene system, makes the scaffold a prime substrate for CYP3A4 (allylic oxidation/epoxidation), flagging a significant risk for drug-drug interactions (DDIs) in a polypharmacy cardiovascular population. However, the lack of basic amines completely bypasses hERG liabilities, and the liver-targeted compartmentalization minimizes systemic exposure, widening the therapeutic index against muscle toxicity. Tox Summary: Clean.",Low,"Conjugated diene system (theoretical risk of CYP-mediated epoxidation, though mitigated by low clinical dose)",0.85,Absence of hERG pharmacophore and lack of hard-kill structural alerts ensure excellent acute safety. Prodrug hydrolysis is predictable and localized.,0.75,"Hepatic compartmentalization via first-pass extraction guarantees massive local concentrations at the target site (liver) while sparing systemic tissues, ensuring robust target engagement.",0.65,"Chronic cardiovascular use demands pristine safety. The primary hurdle is CYP3A4-mediated DDI risk due to the lipophilic diene core, but the low required dose and liver-specific distribution provide a robust safety margin.",0.414375,ELITE,"The biological rationale for HMG-CoA reductase inhibition in cardiovascular disease is bulletproof. This is a highly validated, ELITE-tier mechanism with a deep track record of clinical success. The enzyme is the rate-limiting step in the mevalonate pathway; its inhibition directly depletes hepatic cholesterol, forcing the upregulation of LDL receptors and driving systemic LDL clearance. The structural presence of a closed lactone ring indicates a prodrug strategy, requiring hepatic hydrolysis for activation. This is a massive clinical advantage: it leverages first-pass metabolism to concentrate the active pharmacophore directly in the liver—the primary site of action—while minimizing systemic exposure to skeletal muscle. This pharmacokinetic compartmentalization widens the therapeutic index against the primary on-target liability of this class: dose-dependent myopathy and rhabdomyolysis. Given the moderate molecular weight and high target affinity, the anticipated clinical dose is low (<100mg), keeping the risk of idiosyncratic DILI minimal despite the chronic, lifelong dosing required for cardiovascular indications."
Metformin,,Biguanide,Mitochondrial respiratory-chain complex I and AMPK,T2D,Approved,1995,,,approved,Metabolic,,approved_control,Approved controls (success),CN(C)C(=N)N=C(N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,4091,OK,1995.0,25,"This is a physicochemical anomaly that violently violates standard oral drug design principles. With a molecular weight under 150 Da, a highly negative cLogP, and a biguanide core that is permanently protonated at physiological pH (pKa > 11), passive membrane permeability is effectively zero. The molecule is entirely dependent on organic cation transporters (OCT1/2, MATE) for intestinal absorption, hepatic uptake, and renal excretion. While this transporter reliance creates a pharmacokinetic bottleneck necessitating massive, gram-level clinical dosing to achieve target engagement, the structural simplicity provides a unique safety advantage: it is completely devoid of lipophilic bulk, CYP450 oxidation handles, or reactive metabolites. It will be excreted 100% unchanged in the urine, completely bypassing hepatic metabolism and eliminating classical DILI risk—a remarkable feat for a high-dose agent. However, the sheer mass of unabsorbed polar drug in the gut guarantees dose-limiting gastrointestinal toxicity. Furthermore, the reliance on renal clearance means any renal impairment will cause systemic accumulation, exacerbating the mechanism-based risk of lactic acidosis inherent to mitochondrial complex I modulation. Applying the 10-point biological penalty for historical class stigma. Tox Summary: Clean structurally (no hERG/MBI/DILI alerts), but carries high mechanistic and high-dose GI liabilities.",High,None structurally (Biguanide core carries mechanistic lactic acidosis risk),0.85,"Structurally pristine regarding classical toxicity. No hERG pharmacophore, no MBI risk, and zero DILI risk due to lack of hepatic metabolism. Safety profile in healthy volunteers will be excellent.",0.65,"Efficacy is highly dependent on achieving massive systemic exposures to drive OCT1-mediated hepatic uptake. The biological rationale is elite, but the sheer dose required to force this polar brick into tissues is a significant hurdle.",0.55,"Chronic success is threatened by severe GI intolerability due to the massive unabsorbed polar payload in the gut, alongside the strict requirement for normal renal function to prevent fatal lactic acidosis.",0.303875,ELITE,"The biguanide mechanism (modulation of mitochondrial complex I and subsequent AMPK activation to suppress hepatic gluconeogenesis) is one of the most deeply validated paradigms in metabolic pharmacology. The biological rationale is elite, but the pharmacokinetic reality is brutal: this highly polar, low-molecular-weight scaffold will require massive clinical doses (likely >500mg to 1g+ daily) to achieve target engagement. Because it defies passive permeability, it will rely entirely on organic cation transporters (OCT1/2, MATE) for tissue distribution and renal clearance. While this reliance on renal excretion unchanged spares the liver from classical DILI despite the massive dose burden, the gram-level dosing guarantees significant, dose-limiting gastrointestinal toxicity (diarrhea, nausea). Furthermore, the mechanism carries a well-documented class risk of lactic acidosis due to mitochondrial interference, necessitating strict clinical monitoring and contraindications in patients with renal impairment. However, the sheer depth of mechanistic validation for glycemic control without hypoglycemia makes this a highly viable clinical candidate."
Repaglinide,,Meglitinide,ATP-sensitive potassium (K-ATP channels on pancreatic beta cells,T2D,Approved,1997,,,approved,Metabolic,,approved_control,Approved controls (success),CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,FAEKWTJYAYMJKF-QHCPKHFHSA-N,65981,OK,1997.0,55,"The molecule presents a classic anionic-lipophilic pharmacophore tailored for the SUR1 subunit of the KATP channel. Physicochemically, it sits at the upper edge of standard oral space (MW 452, cLogP ~5), but the presence of the carboxylic acid (pKa ~4) ensures a physiological logD of ~2.5, rescuing solubility and LipE. A notable MedChem triumph here is the placement of the piperidine ring directly on the phenyl system; this aniline-like connectivity suppresses the nitrogen's pKa to ~5, elegantly bypassing the hERG liability typically associated with lipophilic amines. Metabolic clearance will be driven by a combination of CYP-mediated oxidation (isobutyl and piperidine rings, ethoxy O-dealkylation) and UGT-mediated acyl glucuronidation of the carboxylic acid. While acyl glucuronides can pose a reactive metabolite risk, the high SUR1 affinity suggests a low clinical dose, mitigating DILI concerns. However, the biological rationale is severely compromised. As noted by the biological advisory, forcing insulin secretion independent of glucose levels guarantees mechanism-based hypoglycemia, weight gain, and eventual beta-cell exhaustion. The chemistry is highly competent, but it serves an antiquated and biologically counterproductive mechanism for chronic metabolic disease. Tox Summary: Clean.",Medium,Carboxylic acid (potential for reactive acyl glucuronide formation),0.75,Avoids hERG via suppressed amine pKa and lacks hard structural alerts. Acyl glucuronidation risk is manageable at the anticipated low clinical dose.,0.8,Perfectly tuned anionic-lipophilic pharmacophore for SUR1 guarantees robust target engagement and insulin secretagogue activity.,0.15,"Severe commercial and chronic safety liabilities due to the mechanism of action: high risk of hypoglycemia, weight gain, and beta-cell exhaustion in a T2D population.",0.09,CAUTION,"Targeting the SUR1 subunit of the KATP channel (the 'meglitinide' mechanism) to stimulate pancreatic insulin secretion is a deeply validated but biologically flawed strategy for chronic metabolic disease. While the mechanism-of-action has a deep track record for lowering HbA1c, it carries severe on-target liabilities. Forcing insulin secretion independent of physiological glucose or incretin cues guarantees a high risk of mechanism-based hypoglycemia. Furthermore, because insulin is an anabolic hormone, this mechanism drives on-target weight gain—directly counterproductive in a Type 2 Diabetes population. Long-term, chronic forced depolarization of pancreatic beta cells accelerates beta-cell exhaustion and apoptosis, ultimately worsening the underlying disease trajectory. The molecule's structural features (lipophilic backbone with a carboxylic acid) suggest high SUR1 affinity and a low clinical dose requirement (<20mg), meaning direct hepatotoxicity (DILI) risk is low. However, the biological risk profile (hypoglycemia, weight gain, beta-cell burnout) makes this an antiquated and risky mechanism in an era dominated by GLP-1RAs and SGLT2 inhibitors."
Omeprazole,,Proton pump inhibitor,H+/K+-ATPase (Proton Pump),GERD/Ulcer,Approved,1989,,,approved,GI,,approved_control,Approved controls (success),CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,SUBDBMMJDZJVOS-UHFFFAOYSA-N,4594,OK,1989.0,12,"This scaffold is a masterclass in physicochemical targeting and deliberate covalent pharmacology. The sulfoxide-benzimidazole motif functions as an exquisitely tuned, pH-dependent prodrug. At physiological pH (7.4), the molecule is chemically inert, avoiding the systemic electrophilic promiscuity that plagues poorly designed covalent inhibitors. Upon partitioning into the highly acidic secretory canaliculi (pH < 2), the pyridine nitrogen protonates, triggering a cascade that converts the sulfoxide into a highly reactive sulfenamide. This intermediate forms a deliberate, irreversible disulfide bond with the target. Physicochemically, the molecule is pristine (MW ~345, cLogP ~2.2), sitting perfectly in the oral absorption Goldilocks zone. The inherent metabolic lability of the scaffold (sulfoxide redox cycling, CYP-mediated O-demethylation) ensures rapid systemic clearance. Crucially, the irreversible target engagement decouples PK from PD, turning this rapid clearance into a profound safety advantage by minimizing systemic exposure and virtually eliminating DILI or hERG risks. The only significant developability hurdle is formulative: the deliberate acid-lability necessitates an enteric coating to prevent premature activation in the gastric lumen prior to systemic absorption. Tox Summary: Clean.",Low,Reactive sulfenamide intermediate (generated in situ at target site),0.85,Excellent physicochemical properties and rapid systemic clearance minimize off-target toxicity. The pH-dependent activation restricts the reactive electrophile strictly to the target compartment.,0.75,The covalent mechanism ensures profound and durable target engagement despite a short systemic half-life. The biological rationale for the target is pristine.,0.65,Systemic safety profile is exceptional due to low required doses and rapid clearance. Long-term liabilities are tied to the pharmacology of profound acid suppression rather than chemical toxicity.,0.414375,ELITE,"The H+/K+ ATPase (proton pump) is an exceptionally well-validated target for acid-related gastrointestinal disorders, representing the final common pathway of gastric acid secretion. The biological mechanism here is highly elegant: the sulfoxide-benzimidazole scaffold acts as a prodrug that undergoes acid-catalyzed rearrangement into a reactive sulfenamide exclusively within the highly acidic secretory canaliculi of the gastric parietal cell. This allows for covalent, irreversible inhibition of the pump. Because the drug concentrates and activates only at the target site, it ensures a long duration of pharmacodynamic action despite a very short systemic pharmacokinetic half-life. Consequently, the required systemic dose and hepatic burden are remarkably low, virtually eliminating DILI risk. While chronic, profound acid suppression carries long-term observational liabilities (e.g., hypomagnesemia, altered microbiome, enteric infections), the fundamental biological viability and safety window of this mechanism are pristine. There is zero translational ambiguity here."
Lansoprazole,,Proton pump inhibitor,H+/K+-ATPase (Proton Pump),GERD/Ulcer,Approved,1995,,,approved,GI,,approved_control,Approved controls (success),CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,MJIHNNLFOKEZEW-UHFFFAOYSA-N,3883,OK,1995.0,12,"The molecule is an elegantly designed, pH-dependent covalent prodrug. Physicochemical properties are firmly in the optimal oral space (MW 357, cLogP ~2.8, TPSA 87 Å²). The weakly basic pyridine ring is a brilliant design feature: it remains un-ionized at physiological pH (7.4) for systemic distribution, but becomes protonated and trapped in the highly acidic gastric canaliculi (pH ~1). This acidic environment catalyzes the rearrangement of the sulfoxide into a reactive sulfenamide, enabling targeted covalent inhibition of the H+/K+ ATPase via disulfide bond formation. The 2,2,2-trifluoroethoxy group provides steric and electronic shielding, preventing rapid O-dealkylation while fine-tuning the pyridine pKa. Because the electrophilic species is generated exclusively at the site of action, systemic off-target reactivity and DILI risks are virtually eliminated. The short plasma half-life coupled with a long pharmacodynamic duration (due to covalent binding) represents an ideal pharmacokinetic/pharmacodynamic disconnect. Tox Summary: Clean.",Medium,None (Systemic); Acid-catalyzed sulfenamide is locally reactive by design,0.9,"Exceptional systemic safety profile due to tissue-specific, pH-driven bioactivation. The stable sulfoxide prodrug avoids systemic electrophilic toxicity.",0.95,Covalent target engagement at the site of action guarantees profound and durable efficacy. The physicochemical properties ensure excellent partitioning into the target tissue.,0.85,Systemic safety is pristine. Chronic risks are entirely mechanism-based (prolonged hypochlorhydria leading to potential malabsorption or enteric infections) rather than molecule-specific liabilities.,0.72675,ELITE,"The H+/K+ ATPase (proton pump) is an exceptionally well-validated target for gastrointestinal acid-related disorders. The biological mechanism relies on a highly elegant, tissue-specific activation: the sulfoxide moiety acts as a prodrug that undergoes acid-catalyzed rearrangement into a reactive sulfenamide exclusively within the highly acidic canaliculi of gastric parietal cells. This allows for covalent inhibition of the pump, driving profound and prolonged acid suppression with a relatively low systemic dose. Because the active species is generated only at the site of action, systemic off-target toxicity and hepatic burden are minimal. While chronic, decades-long profound hypochlorhydria carries manageable risks (e.g., malabsorption, enteric infections), the acute and medium-term safety profile is pristine. Clinical attrition risk for this mechanism is virtually zero."
Famotidine,,H2 receptor antagonist,Histamine H2 receptor,GERD/Ulcer,Approved,1986,,,approved,GI,,approved_control,Approved controls (success),C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,XUFQPHANEAPEMJ-UHFFFAOYSA-N,5702160,OK,1986.0,12,"This molecule is a masterclass in physicochemical engineering to design out off-target liabilities. The structure features a 2-guanidinothiazole headgroup connected via a flexible thioether linker to a highly polar sulfamoyl-amidine tail. By utilizing a thiazole rather than an imidazole (a known heme-coordinator), the molecule completely bypasses the CYP450 inhibition liabilities that plagued early-generation compounds in this class. The physicochemistry is extreme: the molecule is intensely hydrophilic with a negative cLogP, a massive TPSA (>150 Å²), and a high hydrogen bond donor count. Under standard CNS MPO rules, this would be heavily penalized for poor passive permeability. However, context is king: for a peripheral GI target (gastric parietal cells), this extreme polarity is a profound advantage. It guarantees zero CNS penetration (eliminating central side effects) and shifts the clearance mechanism almost entirely to renal excretion of the unchanged parent drug, thereby bypassing hepatic metabolism and minimizing DILI risk. The lack of a lipophilic cluster completely nullifies any hERG risk despite the basic guanidine moiety. The LipE is driven entirely by highly specific, directional hydrogen bonding rather than gratuitous grease. Tox Summary: Clean.",High,"None. The thioether may undergo minor S-oxidation, but this is generally a benign and non-reactive metabolic pathway.",0.92,"Exceptional safety profile. The extreme hydrophilicity and lack of lipophilic bulk eliminate hERG binding, while the absence of CYP-coordinating heterocycles and low hepatic burden minimize DILI and MBI risks.",0.75,"The highly polar nature will limit passive oral bioavailability (likely <50%), but the profound on-target potency driven by the guanidine and sulfamoyl-amidine H-bond networks ensures adequate target engagement at the GI site of action.",0.88,"Perfectly suited for chronic, broad-population use. The renal clearance pathway and lack of CNS penetration provide a massive therapeutic index, insulating the molecule from idiosyncratic hepatic toxicities.",0.6072,ELITE,"The Histamine H2 receptor is a profoundly validated pharmacological target for gastrointestinal acid suppression. The biological mechanism—blocking histamine-mediated cAMP generation and subsequent proton pump activation in gastric parietal cells—is completely characterized with a direct, causal link to the pathology of acid-peptic disorders. The target class has a deep, historically successful track record with minimal on-target toxicity. While early-generation compounds in this space suffered from off-target CYP450 inhibition or anti-androgenic effects, the core mechanism of H2 antagonism itself is exceptionally clean. The structural features presented (a highly polar heterocycle linked to a sulfamoyl-amidine tail) suggest a molecule that will not require massive hepatic metabolism, keeping the dose-to-liver burden low. This provides a wide therapeutic index perfectly suited for the high safety bar required in broad, chronic GI indications."
Ranitidine,,H2 receptor antagonist,Histamine H2 receptor,GERD/Ulcer,Approved,1983,,,approved,GI,,approved_control,Approved controls (success),CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,VMXUWOKSQNHOCA-UKTHLTGXSA-N,3001055,OK,1983.0,78,"The molecule presents a highly efficient physicochemical profile (MW < 350, cLogP < 1) that theoretically drives excellent LipE. However, it triggers a Hard Kill structural alert due to the presence of a furan ring, a notorious motif for CYP450 mechanism-based inactivation (MBI) via epoxidation to reactive dialdehydes/enediones. While the low lipophilicity might shift some clearance to the renal route, the systemic exposure required for basolateral H2 receptor engagement makes this MBI risk unacceptable for chronic therapy. Furthermore, the molecule features a push-pull nitroethenediamine paired with a tertiary dimethylamine. This specific combination is a ticking time bomb for chemical degradation, carrying a severe risk of generating highly mutagenic nitrosamines (e.g., NDMA) during shelf-life or under acidic gastric conditions. The thioether linker adds another metabolic soft spot for rapid S-oxidation. Despite the pristine biological validation of the target as noted in the advisory, the intrinsic chemical liabilities and fragment toxicity risks doom this scaffold. Tox Summary: Not Clean.",Low,"Furan ring (CYP450 MBI via epoxidation), Dimethylamine + Nitroethene (Nitrosamine/NDMA degradation risk)",0.2,Capped at 20% due to the Hard Kill MBI alert (furan) and the severe risk of mutagenic nitrosamine formation.,0.6,High probability of target engagement given the basic amine and polar H-bonding network effectively mimicking the endogenous ligand.,0.05,Capped at 5%. Chronic GI indications demand pristine safety; the furan MBI risk and inevitable nitrosamine degradation guarantee late-stage or post-market failure.,0.006,ELITE,"The biological rationale for H2 receptor antagonism in gastrointestinal acid-peptic disorders is textbook, representing one of the most deeply validated mechanisms in clinical pharmacology. The signaling pathway—histamine-mediated activation of parietal cell H2 receptors driving cAMP-dependent proton pump activity—is completely characterized with a direct, causal link to disease pathology. On-target toxicity is exceptionally low, as H2 receptors are highly localized to the gastric mucosa with minimal critical systemic overlap. While chronic GI indications demand pristine safety profiles and often require moderate clinical doses (100-300 mg) to maintain adequate receptor occupancy and trough coverage, the hepatic burden for this target class is historically benign. The mechanism carries near-zero biological uncertainty, making it an ideal candidate profile from a systems biology perspective."
Domperidone,,D2 antagonist (peripheral),Peripheral Dopamine D2 receptors,Gastroparesis,Approved,1978 (Belgium/Switzerland),,,approved,GI,,approved_control,Approved controls (success),C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,FGXWKSZFVQUSTL-UHFFFAOYSA-N,3151,OK,1978.0,88,"The molecule presents a physicochemical profile (MW ~426, cLogP ~3.2, TPSA ~95 Å²) that is fundamentally misaligned with its target product profile. To achieve the required peripheral D2 antagonism and avoid central extrapyramidal symptoms (EPS), the molecule must be strictly excluded from the CNS. However, its MPO parameters sit squarely in the brain-penetrant zone, meaning peripheral restriction would rely entirely on active efflux (e.g., P-gp), which is highly vulnerable to drug-drug interactions. More critically, the structure triggers a Hard Kill alert for hERG liability: it features a textbook hERG pharmacophore comprising a basic piperidine nitrogen (pKa > 8) linked via a flexible 3-carbon spacer to a lipophilic benzimidazolone cluster. As highlighted by the biological advisory, regulatory tolerance for QT prolongation in non-lethal GI indications is absolute zero. Furthermore, the unsubstituted benzimidazolone ring is a liability for CYP-mediated aromatic oxidation, and the tertiary amine is prone to N-dealkylation. Even if CNS exclusion is somehow maintained, on-target pituitary exposure guarantees hyperprolactinemia. The combination of a fatal cardiac pharmacophore, guaranteed endocrine toxicity, and a 35-point historical target stigma renders this scaffold unviable for chronic GI use. Tox Summary: Not Clean (Severe hERG liability, high risk of hyperprolactinemia).",Medium,hERG pharmacophore (basic piperidine + 3-carbon linker + lipophilic benzimidazolones),0.15,Capped at 20% due to the Hard Kill hERG pharmacophore. The risk of QT prolongation in healthy volunteers or early patient cohorts is unacceptably high for a non-lethal GI indication.,0.35,"Target engagement is likely, but early signs of hyperprolactinemia and potential EPS (if efflux mechanisms are saturated or bypassed) will severely compromise the therapeutic window.",0.02,"Capped at 5% due to Hard Kill. The absolute zero regulatory tolerance for cardiovascular safety signals in GI indications, combined with chronic endocrine toxicity, ensures failure in large-scale trials.",0.00105,CAUTION,"Peripheral D2 antagonism is a biologically validated mechanism for GI motility and emesis, but this target class is a notorious clinical graveyard. First, the 'peripheral' designation is a double-edged sword: while it theoretically spares the patient from central extrapyramidal symptoms (EPS), the anterior pituitary sits outside the blood-brain barrier. Therefore, on-target hyperprolactinemia (galactorrhea, gynecomastia, amenorrhea) is virtually guaranteed with chronic dosing. Second, the historical attrition for small molecule GI prokinetics and antiemetics is catastrophic due to off-target hERG blockade leading to QT prolongation and sudden cardiac death. Given the generally non-lethal nature of most GI indications, regulatory tolerance for any cardiovascular or endocrine safety signal will be absolute zero. The molecule must demonstrate flawless hERG margins and absolute CNS exclusion to survive Phase 3."
Loperamide,,Peripheral opioid agonist,Peripheral _-opioid receptors,Diarrhea,Approved,1976,,,approved,GI,,approved_control,Approved controls (success),CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,RDOIQAHITMMDAJ-UHFFFAOYSA-N,3955,OK,1976.0,48,"The biological strategy of leveraging extreme lipophilicity (cLogP ~5.0) and a basic amine to drive P-gp efflux and rapid first-pass clearance is a valid approach for peripheral GI restriction. However, the intrinsic chemical liabilities of this scaffold are severe. With such high lipophilicity, the LipE is likely poor (<4), indicating target affinity is heavily driven by gratuitous grease. The molecule is a textbook hERG pharmacophore: a strong basic center (piperidine, pKa ~8.5) flanked by massive hydrophobic clusters (diphenylacetamide and chlorophenyl moieties). While the biological advisory correctly notes that low systemic exposure mitigates in vivo DILI and cardiac risks, this safety margin is entirely dependent on rapid clearance. Any Drug-Drug Interaction (DDI) inhibiting P-gp or CYP3A4 will unmask severe QT prolongation and CNS penetration (abuse liability). Furthermore, the 4-aryl-4-hydroxypiperidine motif is a classic structural alert for bioactivation; it is prone to dehydration to a tetrahydropyridine, followed by CYP-mediated oxidation to a reactive, potentially neurotoxic pyridinium species (MPTP-like pathway). Metabolically, the N,N-dimethylamide will undergo rapid oxidative N-demethylation. Tox Summary: Not Clean (hERG pharmacophore, pyridinium bioactivation risk, extreme DDI vulnerability).",Low,4-aryl-4-hydroxypiperidine (pyridinium bioactivation risk via dehydration/oxidation),0.6,Safety relies entirely on PK compartmentalization; high risk of DDI-mediated systemic exposure unmasking hERG and CNS liabilities.,0.85,Local gut concentration and validated opioid mechanism ensure robust target engagement for GI hypermotility.,0.55,"Chronic use in a broad population will inevitably encounter CYP3A4/P-gp inhibitors, risking severe systemic adverse events.",0.2805,ELITE,"Peripheral opioid agonism is a deeply validated, high-confidence mechanism for gastrointestinal hypermotility. The therapeutic hypothesis is direct: agonizing enteric mu-opioid receptors inhibits peristalsis and delays transit time. The critical biological hurdle for this class is avoiding CNS penetration to prevent abuse liability, euphoria, and respiratory depression. The structural bulk, lipophilicity, and polar surface area of this NCE strongly suggest it will act as a P-glycoprotein (P-gp) efflux substrate or undergo extensive first-pass metabolism, effectively restricting its action to the peripheral/enteric compartment. Because the drug acts locally in the gut, systemic hepatic exposure is minimized, virtually eliminating DILI risk. The primary on-target liability is excessive pharmacological action (paralytic ileus or severe constipation), which is easily mitigated through standard dose titration."
Montelukast,,Leukotriene antagonist,Cysteinyl leukotriene receptor 1 (CysLT1),Asthma,Approved,1998,,,approved,Respiratory,,approved_control,Approved controls (success),CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,UCHDWCPVSPXUMX-TZIWLTJVSA-N,5281040,OK,1998.0,92,"This molecule is a physicochemical disaster that completely ignores modern developability principles. With a molecular weight approaching 586 Da and an estimated cLogP exceeding 6.0, it incurs a massive 'Grease Tax' and fails all standard multiparameter optimization (MPO) criteria. Lipophilic Efficiency (LipE) is undoubtedly abysmal, as target affinity is driven almost entirely by brute-force hydrophobic interactions rather than specific, directional polar contacts. The architecture is dominated by gratuitous lipophilic bulk, including an extended, rigid chloroquinoline-vinyl-phenyl conjugated system that guarantees abysmal aqueous solubility and introduces a severe phototoxicity risk. Furthermore, appending a carboxylic acid to such an extreme lipophilic scaffold is a textbook trigger for the Rule of Two (DILI risk); the acid will undergo acyl glucuronidation, forming reactive intermediates that adduct hepatic proteins. Despite the polar surface area from the acid and tertiary alcohol (TPSA ~70 Å²), the overwhelming lipophilicity ensures significant blood-brain barrier (BBB) penetration, directly enabling the severe neuropsychiatric adverse events highlighted in the biological advisory. The thioether linkage also provides a metabolic soft spot for rapid sulfoxidation. For a chronic, non-life-threatening respiratory indication, this systemic safety profile is entirely unacceptable. Tox Summary: Not Clean (High idiosyncratic DILI risk via acyl glucuronidation, CNS neuropsychiatric liabilities, and phototoxicity).",Low,"Lipophilic carboxylic acid (acyl glucuronidation/DILI risk), extended conjugated chloroquinoline-vinyl-phenyl system (phototoxicity), thioether (sulfoxidation).",0.25,"While single doses may be tolerated, the extreme lipophilicity and poor solubility will lead to erratic PK, and 14-day MAD studies are highly likely to reveal early hepatic signals or CNS tolerability issues.",0.55,"Target engagement and efficacy are probable given the deeply validated leukotriene mechanism, but the 'brick-like' physical chemistry will complicate exposure-response relationships.",0.05,"Chronic administration in a massive, non-life-threatening respiratory population will inevitably unmask idiosyncratic DILI (via reactive acyl glucuronides) and severe neuropsychiatric AEs, terminating the program.",0.006875,CAUTION,"The biological rationale for leukotriene antagonism in respiratory indications (asthma, allergic rhinitis) is deeply validated. Leukotrienes are potent, direct mediators of bronchoconstriction, airway edema, and mucus hypersecretion. Efficacy is not the primary risk here; the mechanism is proven. However, the clinical attrition risk stems entirely from the safety profile required for chronic, non-life-threatening respiratory conditions. This specific scaffold is highly lipophilic (multiple aromatic rings, bulky aliphatic groups) paired with a carboxylic acid. While the acid limits some distribution, the extreme lipophilicity strongly predicts blood-brain barrier (BBB) penetration. Central antagonism of leukotriene receptors is associated with severe neuropsychiatric adverse events (agitation, depression, suicidality) - a known class liability. Furthermore, highly lipophilic carboxylic acids are prone to acyl glucuronidation in the liver, carrying a latent risk of idiosyncratic drug-induced liver injury (DILI). Because this is a chronic therapy for a massive patient population where inhaled corticosteroids already set a high standard of care, any CNS or hepatic safety signals will be fatal to the clinical program."
