compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
PF-04447943,,PDE9 inhibitor,Phosphodiesterase-9 (PDE9),Alzheimer,Phase 2,,2014,Lack efficacy + tolerability,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@@H]1CN(C[C@H]1C2=NC3=C(C=NN3C4CCOCC4)C(=O)N2)CC5=NC=CC=N5,IWXUVYOOUMLUTQ-CZUORRHYSA-N,135564558,OK,2014.0,74,"Physicochemically, the molecule benefits from a low molecular weight (MW ~409) and high rigidity (4 rotatable bonds), keeping entropic penalties low. The cLogP is well-controlled (~2.0) via the tetrahydropyran (THP) and pyrazine motifs, avoiding the 'grease tax'. However, the TPSA is critically elevated for a CNS indication (~115 Å²), driven by the pyrazolopyrimidinone core and multiple nitrogenous heterocycles. This high polarity will severely restrict passive blood-brain barrier (BBB) permeability, resulting in a poor unbound brain-to-plasma ratio (Kpuu). As highlighted by the biological advisory, this structural flaw is fatal: to achieve CNS target engagement, systemic doses must be pushed aggressively, which will erode the selectivity window against peripheral PDEs (PDE1/5) and trigger dose-limiting vascular adverse events. The basic pyrrolidine nitrogen (pKa ~8.0-8.5) is sterically shielded by the adjacent methyl group, reducing alpha-oxidation risks, and the high TPSA mitigates hERG liability. Nevertheless, PDE9 is a validated clinical graveyard, and this molecule's physicochemical profile guarantees a non-existent therapeutic index. Tox Summary: Clean structurally, but biologically and pharmacokinetically compromised.",Medium,"None (Clean scaffold, though THP is a known soft spot for CYP3A4 oxidation)",0.75,"Structurally clean with low lipophilicity and high TPSA, mitigating hERG and off-target promiscuity. Should pass healthy volunteer single-ascending dose (SAD) trials.",0.1,High TPSA guarantees poor BBB penetration. The target (PDE9) is a known 'fool's gold' mechanism for cognitive impairment with a near 100% historical attrition rate.,0.05,"Pushing the dose to overcome poor Kpuu will inevitably trigger peripheral PDE cross-reactivity (hypotension, headache), destroying the chronic safety profile required for CNS indications.",0.00375,TERMINATE,"PDE9 inhibition is a classic 'fool's gold' mechanism for CNS indications. While elevating cGMP in the hippocampus looks fantastic in rodent models of synaptic plasticity and long-term potentiation (LTP), it has a near 100% clinical attrition rate in human trials for cognitive impairment (e.g., Alzheimer's, Schizophrenia). The human brain either compensates rapidly, or cGMP depletion is merely a bystander rather than a driver of advanced cognitive decline. Furthermore, pushing the systemic dose to achieve adequate unbound brain exposure (Kpuu) risks peripheral PDE cross-reactivity (e.g., PDE1, PDE5), leading to dose-limiting vascular adverse events like headache and hypotension. You are chasing a validated clinical graveyard for efficacy."
SB-742457,,5-HT6 antagonist,5-HT6 receptor,Alzheimer,Phase 2,,2014,Lack of efficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4,JJZFWROHYSMCMU-UHFFFAOYSA-N,11256720,OK,2014.0,85,"Physicochemically, this molecule sits in a deceptive 'Goldilocks' zone for CNS penetration (MW ~353, cLogP ~2.5-3.0, TPSA ~62 Å²). However, structurally, it is a blunt instrument. The unsubstituted, highly basic secondary piperazine (pKa > 9) directly conjugated to a rigid quinoline-arylsulfonyl core creates a classic Cationic Amphiphilic Drug (CAD) profile. This is a textbook hERG pharmacophore and a massive liability for drug-induced phospholipidosis. Integrating the biological advisory (+45 penalty): 5-HT6 antagonism is a clinical graveyard requiring >80% central receptor occupancy. Pushing the dose of a basic piperazine CAD to achieve this occupancy guarantees catastrophic off-target aminergic promiscuity (5-HT2A/2B, D2, H1) and lysosomal trapping. The unsubstituted phenyl ring also presents a highly vulnerable site for CYP3A4/2D6 para-hydroxylation. Tox Summary: Not Clean (High risk of hERG, phospholipidosis, and aminergic promiscuity).",Medium,"['Unsubstituted secondary piperazine (high pKa, CAD/phospholipidosis risk, aminergic promiscuity)', 'Basic amine linked to lipophilic biaryl-sulfonyl core (hERG pharmacophore)']",0.35,The basic piperazine and CAD profile introduce severe Phase 1 risks for QTc prolongation (hERG) and dose-limiting off-target CNS effects. High doses required for target occupancy will likely hit a toxicity ceiling early.,0.05,"5-HT6 is a notorious graveyard for cognitive impairment. The mechanistic premise is fundamentally flawed due to rapid compensatory network adaptation, rendering symptomatic efficacy highly improbable.",0.01,Chronic administration of a CAD at the doses required for 5-HT6 blockade will inevitably lead to phospholipidosis and potential 5-HT2B-mediated valvulopathy. Commercial viability is effectively zero.,0.000175,TERMINATE,"5-HT6 antagonism is a notorious clinical graveyard in CNS drug development, specifically for Alzheimer's disease and cognitive impairment. The mechanistic premise—enhancing cholinergic and glutamatergic tone via 5-HT6 blockade—has repeatedly failed to translate into meaningful clinical efficacy in large-scale trials. The brain's compensatory networks rapidly adapt, rendering this symptomatic approach futile. Furthermore, achieving the necessary >80% central receptor occupancy often requires pushing the dose. Combined with the highly basic piperazine moiety present in this scaffold, high dosing introduces severe risks of off-target aminergic promiscuity (e.g., 5-HT2A/2B, hERG liability) and drug-induced phospholipidosis. The biological hypothesis is fundamentally flawed for neuro-restoration."
ABT-126,,nAChR agonist,_7_ nicotinic acetylcholine receptor,Alzheimer,Phase 2,,2014,Lack of efficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1C2CC3CN(C2)CC1C3OC4=NN=C(S4)C5=CC=CC=C5,QZDCYUCETTWCMO-UHFFFAOYSA-N,24987875,OK,2014.0,75,"From a pure physicochemical standpoint, this molecule is an elegantly designed CNS penetrant. The highly rigid bridged azacyclic core minimizes entropic penalties upon binding, while the overall architecture maintains a low molecular weight (<300 Da), an optimal cLogP (~2.5), and a strictly controlled TPSA (~50 Å²). There are no egregious violations of the 'Grease Tax' or 'Balloon' rules. However, the structural features that make it a potent nAChR agonist are inextricably linked to its clinical doom. The highly basic tertiary amine (pKa > 9) is an absolute requirement for the critical cation-pi interaction at the orthosteric site, but this guarantees potent peripheral ganglionic engagement. As highlighted by the biological advisory, this target class is a notorious clinical graveyard. The molecule will inevitably trigger severe, dose-limiting gastrointestinal (emesis) and cardiovascular (hypertension) toxicities before achieving sustained central target engagement. Furthermore, the rapid receptor desensitization (tachyphylaxis) inherent to this pharmacophore will obliterate chronic efficacy. Metabolically, the unsubstituted phenyl ring presents a soft spot for CYP-mediated para-hydroxylation, and the basic amine is susceptible to N-oxidation or FMO-mediated clearance. Despite its pristine physical chemistry, the fundamental biological flaw of the pharmacophore renders it undevelopable. Tox Summary: Not Clean (Mechanism-based peripheral autonomic toxicity and narrow therapeutic index).",Medium,"['Highly basic bridged aliphatic amine (driver of peripheral ganglionic toxicity and potential phospholipidosis)', 'Unsubstituted phenyl ring (susceptible to rapid CYP-mediated hydroxylation)']",0.35,"High risk of dose-limiting adverse events in healthy volunteers due to peripheral nAChR agonism, specifically severe nausea, emesis, and cardiovascular spikes.",0.15,Chronic efficacy will be obliterated by rapid receptor desensitization (tachyphylaxis). The narrow therapeutic window prevents dose escalation to overcome this.,0.05,Zero margin for error in a diverse patient population. The overlapping threshold for cognitive/analgesic efficacy and intolerable autonomic toxicity will lead to massive dropout rates.,0.002625,TERMINATE,"nAChR agonists for CNS indications represent a notorious clinical graveyard. The fundamental biological flaw of this target class is rapid receptor desensitization (tachyphylaxis), which routinely obliterates chronic efficacy in Phase 2 and Phase 3 trials. Furthermore, the therapeutic window is virtually non-existent. The CNS exposure required to drive cognitive or analgesic efficacy invariably overlaps with the threshold for severe, dose-limiting gastrointestinal toxicity (nausea and emesis via the area postrema) and cardiovascular liabilities (hypertension and tachycardia via peripheral autonomic ganglia). You cannot dose high enough to maintain target engagement without triggering intolerable adverse events."
Verubecestat,MK-8931,BACE inhibitor,_-site Amyloid Precursor Protein Cleaving Enzyme 1 (BACE1),Alzheimer disease,Phase 3,,2017,Futility / lack of efficacy; unfavorable benefit/risk,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@]1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)F)F,YHYKUSGACIYRML-KRWDZBQOSA-N,51352361,OK,2017.0,92,"Structurally, this NCE attempts a clever MedChem trick: using a cyclic thiadiazine 1,1-dioxide core to pull electron density from the adjacent amidine, lowering its pKa to mitigate hERG and phospholipidosis liabilities. However, this comes at a fatal physicochemical cost. The combination of the sulfamide, amidine, and amide linker pushes the TPSA well over 110 Å² with an HBD of 3. For a CNS indication, this is a brick. Passive BBB permeability will be abysmal. As highlighted by the Biological Advisory, this necessitates massive systemic dosing to achieve central target occupancy, which perfectly explains the idiosyncratic DILI and retinal toxicity risks. Furthermore, the central amide is a latent toxicophore; hepatic hydrolysis will release a fluoroaniline derivative, a classic precursor to reactive hydroxylamines and covalent protein binding. Compounding these structural flaws is the biological death sentence: BACE inhibition is fundamentally flawed, disrupting Sez6/CHL1 processing and causing paradoxical cognitive worsening. You have a highly polar molecule requiring massive systemic exposures to hit a biologically toxic target. Tox Summary: Not Clean.",Medium,"Fluoroaniline (released via hepatic amide hydrolysis), high-dose driven idiosyncratic reactive intermediates",0.35,"While acute hERG is mitigated by the lowered pKa, the massive systemic doses required to force this high-TPSA molecule across the BBB will expose the latent fluoroaniline liability, driving early DILI signals.",0.05,"Target engagement may be achieved, but the biological mechanism (BACE1/2) drives paradoxical cognitive worsening via Sez6/CHL1 disruption, resulting in catastrophic clinical efficacy failure.",0.01,Zero commercial viability. The combination of chronic target-mediated cognitive toxicity and dose-driven hepatotoxicity makes Phase 3 survival impossible.,0.000175,TERMINATE,"BACE inhibition for CNS indications is a notorious clinical graveyard. The mechanism is fundamentally flawed: inhibiting BACE1/2 not only blocks amyloid precursor protein (APP) cleavage but also disrupts the processing of critical physiological substrates (e.g., Sez6, CHL1) required for synaptic plasticity, spine dynamics, and myelination. This leads to the class-wide catastrophic liability of paradoxical cognitive worsening. Furthermore, achieving sufficient CNS penetrance and target occupancy typically requires high systemic exposures that drive idiosyncratic DILI and retinal toxicity. The biology is inherently toxic, the therapeutic window is non-existent, and the target is dead."
PF-04494700,,RAGE inhibitor,Receptor for Advanced Glycation End-products (RAGE),Alzheimer,Phase 2,,2011,Primarily lack of efficact safety but also concerns regarding neurotoxicitySafety signal,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCCCC1=NC(=CN1C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OCCCN(CC)CC,KJNNWYBAOPXVJY-UHFFFAOYSA-N,11180124,OK,2011.0,98,"This molecule is a physicochemical disaster, triggering both the 'Brick' (MW > 540, TPSA < 40 Å²) and 'Balloon' (Rotatable Bonds > 10) penalties. The estimated cLogP exceeds 6.0, completely obliterating any acceptable LipE and guaranteeing that affinity is driven by non-specific hydrophobic interactions ('grease'). Structurally, the diethylaminopropoxy moiety (pKa > 9) linked to a massive lipophilic core (pentyl-imidazole and diaryl ether) forms a textbook hERG pharmacophore. Furthermore, this combination of a highly basic amine and extreme lipophilicity is a guaranteed trigger for lysosomal trapping (phospholipidosis) and massive volume of distribution. As Salah correctly noted, the free fraction in the CNS will be abysmal, necessitating high chronic doses that will inevitably trigger idiosyncratic DILI (Rule of Two violation) and heavy hepatic clearance. Metabolic liabilities include rapid N-dealkylation of the diethylamine and omega-oxidation of the unshielded pentyl chain. The historical stigma of the RAGE target combined with this catastrophic chemotype makes this a hard kill. Tox Summary: Not Clean.",Low,"['Diethylaminopropoxy group (hERG/PLD driver)', 'Unshielded pentyl chain (metabolic soft spot)', 'Diaryl ether (extreme lipophilicity driver)']",0.1,Severe hERG liability and high risk of phospholipidosis/DILI due to extreme lipophilicity and basicity.,0.05,"RAGE is a clinically invalidated target for CNS. Furthermore, the near-zero free fraction (fu,brain) due to non-specific lipid binding precludes meaningful target engagement.",0.01,"Chronic dosing of a highly lipophilic, polyaromatic base in an elderly CNS population guarantees late-stage safety failures (DILI, off-target tox).",5e-05,TERMINATE,"RAGE (Receptor for Advanced Glycation Endproducts) antagonism for CNS indications is a notorious clinical graveyard. The hypothesis that blocking RAGE-mediated neuroinflammation and amyloid transport translates to cognitive preservation has failed spectacularly in late-stage human trials. Biologically, the target lacks robust human outcome validation for neurodegeneration. Furthermore, the provided chemotype is highly lipophilic, polyaromatic, and features a basic aliphatic amine. This physicochemical profile guarantees a massive volume of distribution, lysosomal trapping (phospholipidosis), and a heavy hepatic clearance burden. The chronic, high-dose exposure required to drive sufficient free-drug into the CNS for target engagement in an elderly population will inevitably lead to idiosyncratic DILI and off-target promiscuity (hERG/GPCRs) long before any theoretical efficacy is achieved."
GSK1322322,,PDF inhibitor,Bacterial Peptide Deformylase (PDF),Antibacterial,Phase 1,,2015,"Due to safety and tolerability issues, specifically increased gastrointestinal adverse events ",clinical_failure,Infectious,tox_safety,GI Toxicity,Discontinued for safety/tox,CC1=NC(=C(C(=N1)N2CCN3CCOC[C@@H]3C2)F)NNC(=O)[C@H](CC4CCCC4)CN(C=O)O,SWHNZGMQMGFQGW-MSOLQXFVSA-N,52918384,OK,2015.0,95,"This molecule is a textbook example of how not to design a drug. The architecture relies on an N-formyl hydroxylamine metal-binding group (MBG), a functional group notorious for poor pharmacokinetic properties (rapid Phase II glucuronidation, hydrolysis) and off-target metalloenzyme promiscuity. The biological advisory correctly highlights the fatal flaw of targeting PDF due to human mitochondrial HsPDF conservation, guaranteeing mechanism-based mitochondrial toxicity. From a pure structural perspective, the inclusion of a heteroaryl-hydrazine linker (-NH-NH-C(=O)-) is a massive 'Hard Kill' structural alert. Hydrazine derivatives are highly prone to oxidative bioactivation, forming reactive diazonium or radical species that covalently modify proteins and drive idiosyncratic toxicity (DILI). While the hexahydropyrazino[2,1-c][1,4]oxazine system is an elegant attempt to rigidify the basic center and tune physicochemical properties, it is merely lipstick on a pig. The high TPSA (~150 Å²) will severely limit oral absorption, necessitating massive doses that will exponentially exacerbate the mitochondrial toxicity and reactive metabolite burden. Tox Summary: Not Clean.",Low,"Heteroaryl-hydrazine (reactive metabolite formation, DILI risk), N-formyl hydroxylamine (metalloenzyme promiscuity, rapid glucuronidation)",0.1,"Severe safety risks from the heteroaryl-hydrazine (bioactivation) and N-formyl hydroxylamine (promiscuity), compounded by mechanism-based mitochondrial toxicity. Capped due to Hard Kill alert.",0.2,"High TPSA and rapid Phase II metabolism of the MBG will result in poor exposure, making it difficult to achieve the required time-above-MIC for efficacy without dose-limiting toxicity.",0.05,"The combination of massive dose requirements, inevitable mitochondrial toxicity, and severe DILI risk from the hydrazine linker makes late-stage survival highly improbable. Capped due to Hard Kill alert.",0.001,TERMINATE,"Peptide deformylase (PDF) is a classic antibacterial graveyard. While essential for bacterial protein synthesis, the fatal flaw of this target class is the evolutionary conservation of human mitochondrial PDF (HsPDF). Achieving sufficient bacterial selectivity over the mammalian mitochondrial ortholog is notoriously difficult and historically futile. Furthermore, the molecule relies on an N-formyl hydroxylamine metal-binding pharmacophore to chelate the active site metal. This functional group guarantees rapid metabolic liabilities (glucuronidation, hydrolysis) and off-target metalloenzyme promiscuity. To maintain the necessary time-above-MIC for infectious indications, massive clinical doses (likely >500mg/day) will be required. This high dose burden, combined with inevitable mitochondrial toxicity and subsequent bone marrow suppression, makes this a fundamentally toxic mechanism."
GSK2793660,,NE inhibitor,Neutrophil Elastase,Bronchiectasis,Phase 1,,2014,AEs on repeat dosing,clinical_failure,Respiratory,tox_safety,dermal_toxicity,Discontinued for safety/tox,CC[C@@H](/C=C/C(=O)N1CCC2=CC=CC=C21)NC(=O)C3(CCOCC3)N,IVMRHVTWOHFAKG-WAVCKPEOSA-N,60144367,OK,2014.0,85,"Physicochemically, this molecule presents a deceptive veneer of developability: MW < 400, TPSA ~84 Å², and a well-controlled cLogP. The incorporation of the primary amine on a quaternary carbon within the tetrahydropyran ring is an elegant MedChem maneuver to introduce basicity while sterically shielding against MAO-mediated deamination. However, this structural elegance is entirely negated by the glaring presence of an alpha,beta-unsaturated amide. This is a textbook Michael acceptor. While the gamma-chiral center provides some steric attenuation of the electrophilicity, deploying a systemic covalent warhead for a respiratory indication is clinical suicide. As the biological advisory highlights, the redundancy of lung matrix proteases necessitates high systemic doses to achieve meaningful ELF target engagement. Pushing high doses of a reactive electrophile guarantees widespread protein haptenization, off-target covalent modification, and severe idiosyncratic DILI. You cannot out-dose a redundant biological pathway with a reactive warhead without destroying the liver. Tox Summary: Not Clean.",Medium,"Alpha,beta-unsaturated amide (Michael acceptor / electrophilic warhead)",0.25,"The electrophilic warhead combined with the high systemic exposures required for lung ELF penetration creates a severe risk of off-target covalent binding, haptenization, and early DILI signals in healthy volunteers.",0.15,"Even if tolerated, inhibiting NE alone in chronic respiratory disease is historically futile due to protease redundancy (MMPs, Cathepsin G, Proteinase 3).",0.05,Chronic administration of a systemic covalent inhibitor at the high doses required for respiratory efficacy is a guaranteed path to idiosyncratic toxicity and late-stage clinical failure.,0.001875,TERMINATE,"Neutrophil Elastase (NE) inhibitors for chronic respiratory indications represent a notorious clinical graveyard. The pathophysiology of lung matrix degradation is highly redundant, involving multiple proteases (MMPs, Cathepsin G, Proteinase 3). Historically, isolating and inhibiting NE alone fails to translate into meaningful Phase 3 clinical outcomes, such as FEV1 improvement or exacerbation reduction. Furthermore, achieving sufficient target engagement in the lung's epithelial lining fluid (ELF) typically requires a high systemic oral dose. Structurally, the presence of an alpha,beta-unsaturated amide strongly suggests a covalent mechanism of action targeting the active site serine. A high oral dose burden (>100mg) combined with a reactive electrophilic warhead is a textbook recipe for haptenization, off-target protein binding, and severe idiosyncratic Drug-Induced Liver Injury (DILI)."
GSK2190915,,FLAP inhibitor,5-Lipoxygenase-activating protein (FLAP),Asthma,Phase 1,,2013,Lack of efficacy,clinical_failure,Respiratory,efficacy,efficacy_failure,Discontinued for efficacy,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)SC(C)(C)C,DFQGDHBGRSTTHX-UHFFFAOYSA-N,44473151,OK,2013.0,92,"This molecule is a massive, highly lipophilic brick (MW > 630, cLogP > 6) that completely ignores the principles of LipE and developability. As highlighted by the biological advisory, FLAP inhibition requires high systemic doses to maintain target occupancy. When you combine a high dose requirement with extreme lipophilicity and a carboxylic acid, you trigger a severe 'Rule of Two' violation, creating a massive liability for idiosyncratic Drug-Induced Liver Injury (DILI) via reactive acyl glucuronide formation. Although the alpha-gem-dimethyl group offers some steric shielding to the carboxylate, the sheer lipophilic burden will drive extensive hepatic clearance. Furthermore, the tert-butylthio ether acts as a metabolic sink for sulfoxidation, and the multiple aromatic rings will guarantee near-total plasma protein binding, severely restricting the free fraction available to lung tissue. This is a classic 'grease ball' with fatal hepatic liabilities. Tox Summary: Not Clean.",Low,"Carboxylic acid (reactive acyl glucuronide formation), tert-butylthio ether (sulfoxidation sink)",0.3,Extreme lipophilicity and acyl glucuronide formation present significant hepatic safety risks (transaminase elevations) in early ascending dose cohorts.,0.15,"Abysmal physicochemical properties will result in near-total plasma protein binding and poor solubility, severely limiting the free drug exposure required to drive efficacy in lung tissue.",0.05,"The combination of a high daily dose burden and reactive metabolite formation (Rule of Two) makes idiosyncratic DILI almost inevitable in a larger, chronic patient population.",0.00225,TERMINATE,"FLAP (5-lipoxygenase-activating protein) is a notorious clinical graveyard for respiratory indications. Upstream leukotriene inhibition requires sustained, high-level target occupancy to prevent arachidonic acid shunting, necessitating high systemic doses. Structurally, this molecule is a highly lipophilic, high-molecular-weight brick featuring a carboxylic acid and a bulky thioether. The carboxylic acid presents a severe risk for reactive acyl glucuronide formation. Combined with the high dose burden required to drive sufficient free drug into lung tissue, this creates a massive hepatic clearance liability. You are looking at a textbook recipe for idiosyncratic Drug-Induced Liver Injury (DILI) in Phase 2/3, with efficacy that will likely fail to beat cheap, generic downstream LTRAs."
Diazoxide,,K-ATP opener,ATP-sensitive Potassium (K-ATP) channels,Depression,Phase 2,,2016,Severe pulmonary AE in infants,clinical_failure,CNS,tox_safety,respiratory_toxicity,Discontinued for safety/tox,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,GDLBFKVLRPITMI-UHFFFAOYSA-N,3019,OK,2016.0,88,"Structurally, this is a rigid, fragment-like fused benzothiadiazine dioxide (MW ~230). While its low molecular weight and TPSA (~65 Å²) initially appear favorable for CNS penetration, the molecule harbors a fatal physicochemical flaw: the NH proton flanked by a sulfone and an imine is highly acidic (pKa ~8.5). At physiological pH, a significant fraction exists as an anion, which is highly detrimental to passive blood-brain barrier (BBB) permeation. To achieve therapeutic CNS concentrations, massive systemic exposures would be required. This perfectly collides with the biological advisory (+45 penalty): forcing systemic exposure to overcome poor BBB partitioning will inevitably activate peripheral K-ATP channels, triggering pancreatic SUR1-mediated hyperglycemia and vascular SUR2B-mediated hypotension. The chemotype lacks the structural complexity required to engineer out these peripheral liabilities or improve CNS selectivity. Tox Summary: Not Clean (Severe mechanism-based cardiovascular and metabolic toxicity).",High,"Benzothiadiazine 1,1-dioxide core (associated with idiosyncratic hypersensitivity and severe mechanism-based K-ATP toxicity)",0.1,Dose-limiting hypotension and hyperglycemia will manifest immediately in healthy volunteers at the systemic exposures required to drive the partially anionic molecule into the CNS.,0.05,Achieving CNS target engagement without triggering a peripheral metabolic and cardiovascular crisis is biologically unfeasible with this simple chemotype.,0.01,The therapeutic index is effectively zero. Chronic administration would require unmanageable polypharmacy to counteract the mechanism-based toxicities.,5e-05,TERMINATE,"Targeting K-ATP channels for a CNS indication is a systemic nightmare. K-ATP channels couple cellular metabolism to excitability and are ubiquitous across critical organ systems. Systemic administration of a small molecule K-ATP opener will inevitably hit pancreatic SUR1/Kir6.2 channels, shutting down insulin release and inducing severe iatrogenic hyperglycemia. Concurrently, activation of vascular SUR2B/Kir6.1 channels will trigger profound vasodilation, leading to dose-limiting hypotension, edema, and reflex tachycardia. Achieving CNS therapeutic exposures without triggering cardiovascular collapse or a metabolic crisis is biologically unfeasible with this simple chemotype. The therapeutic index is effectively zero."
Vernakalant,Vernakalant (oral program),Antiarrhythmic,Atrial-selective K+ channels (IKur_) and Voltage-gated Na+ channels,AF,Phase 3,,2007,Hypotension/arrhythmia,clinical_failure,Cardiovascular,tox_safety,idiosyncratic_immunotoxicity,Discontinued for safety/tox,COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,VBHQKCBVWWUUKN-KZNAEPCWSA-N,9930049,OK,2007.0,82,"From a purely physicochemical standpoint, this NCE presents a deceptive 'Goldilocks' profile: MW ~349, cLogP ~2.8, and TPSA ~41 Å². These metrics typically suggest excellent developability and high LipE. However, structural analysis reveals a textbook basic lipophilic amine. The highly basic tertiary pyrrolidine nitrogen (pKa > 9) is tethered via a lipophilic cyclohexane core and an ether spacer to a dimethoxyphenyl tail. This topology perfectly maps onto the hERG and Nav1.5 promiscuity pharmacophores. Integrating the biological advisory, deploying this specific scaffold for an antiarrhythmic indication is clinically suicidal. The molecule will inevitably drive promiscuous ion channel blockade, obliterating the therapeutic index and guaranteeing severe proarrhythmia (Torsades de Pointes) at the Cmax required for efficacy. Furthermore, the 3,4-dimethoxyphenyl moiety is a classic hotspot for CYP2D6/3A4-mediated O-demethylation, risking the formation of reactive catechols. The 40-point biological penalty is fully justified by the structural alignment with fatal cardiac liabilities. Tox Summary: Not Clean (Severe hERG/Proarrhythmia risk; Catechol bioactivation potential).",Medium,"['3,4-dimethoxyphenyl (O-demethylation to reactive catechol/ortho-quinone)', 'Basic lipophilic amine motif (hERG/phospholipidosis liability)']",0.15,"Severe penalty applied. The basic lipophilic amine structure guarantees QT prolongation and proarrhythmic events in healthy volunteers, severely limiting the maximum tolerated dose.",0.25,"While target engagement (ion channel blockade) is highly probable given the physicochemical properties, achieving efficacy without triggering dose-limiting cardiac toxicity will be nearly impossible due to the microscopic therapeutic index.",0.05,Capped at 5%. The inherent structural promiscuity for off-target cardiac ion channels makes chronic or broad commercial deployment unviable due to sudden cardiac death risks.,0.001875,CAUTION,"The antiarrhythmic target class is a notorious clinical graveyard characterized by a microscopic therapeutic index. Historically, agents in this class suffer from a fatal pharmacological paradox: the mechanism required for efficacy frequently induces severe proarrhythmia. The basic lipophilic amine scaffold presented here guarantees ion channel interaction, carrying a massive liability for promiscuous blockade of hERG (Ikr) or Nav1.5. Even if the molecule avoids high-dose DILI, the Cmax required to achieve sufficient cardiac target occupancy will push the myocardium to the brink of Torsades de Pointes or fatal ventricular fibrillation. Unless this NCE possesses unprecedented atrial selectivity (e.g., Kv1.5), the systemic cardiac risk is immense."
Idalopirdine,,5-HT6 antagonist,5-HT6 receptor,Alzheimer disease,Phase 3,,2017,Futility/inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F,YBAWYTYNMZWMMJ-UHFFFAOYSA-N,21071390,OK,2017.0,92,"This molecule is a textbook example of how chasing CNS penetration via brute-force lipophilicity destroys developability. While the MW (~412) and TPSA (~37 Å²) technically fit within broad CNS parameters, the physicochemical profile is disastrous. The architecture features a highly basic secondary amine (pKa > 9) flanked by two highly flexible, lipophilic domains (a tetrafluoropropoxybenzyl group and a fluorinated homotryptamine motif). This creates a perfect storm for off-target liabilities: it is a classic hERG pharmacophore (basic center linked via flexible spacers to hydrophobic clusters) and a guaranteed trigger for phospholipidosis (PLD) due to the high cLogP (>4.0) and basicity. Integrating the biological advisory, the 5-HT6 target is a clinical graveyard. The massive volume of distribution (Vd) and non-specific tissue binding driven by this 'grease and base' design mean that achieving therapeutic free-brain concentrations will require doses that overwhelm hepatic clearance, inevitably leading to DILI. The high flexibility (~9 rotatable bonds) further incurs an entropic penalty for binding, demanding even higher lipophilicity to maintain affinity. Tox Summary: Not Clean (High hERG, PLD, and DILI risks).",Low,"['Highly basic secondary amine flanked by lipophilic groups (hERG/PLD liability)', 'Tetrafluoropropoxybenzyl moiety (high lipophilicity driver)']",0.25,Severe hERG and phospholipidosis risks driven by the high cLogP and basic amine will likely trigger dose-limiting toxicities in early healthy volunteer cohorts.,0.1,"As per the biological advisory, 5-HT6 antagonism is a fundamentally flawed mechanism for cognitive enhancement. High non-specific binding will prevent adequate free-brain target engagement.",0.01,"Near 100% historical attrition for this target class combined with the chronic safety risks (DILI) of a highly lipophilic, basic molecule makes Phase 3 success virtually impossible.",0.00025,TERMINATE,"5-HT6 antagonism is a notorious clinical graveyard for CNS indications, particularly Alzheimer's disease and cognitive impairment. Despite robust preclinical rationale for enhancing cholinergic and glutamatergic tone, the mechanism has suffered a near 100% Phase 3 attrition rate due to absolute lack of clinical efficacy. The brain's compensatory networks rapidly neutralize this symptomatic approach. Furthermore, the highly lipophilic, basic amine structure required for CNS penetration and 5-HT6 affinity typically drives a massive volume of distribution and high non-specific tissue binding. To achieve adequate free-brain concentrations, the required dose will inevitably push hepatic clearance limits, introducing DILI, phospholipidosis, and hERG liabilities for a fundamentally dead mechanism."
