compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V24,Rationale V24,Metabolic Stability V24,Toxic Fragments V24,P1 Prob V24,P1 Rationale V24,P2 Prob V24,P2 Rationale V24,P3 Prob V24,P3 Rationale V24,TCSP V24,Salah Verdict V24,Biological Risk V24
Rofecoxib,,COX-2 inhibitor,Cyclooxygenase-2 (COX-2) enzyme,Pain/Arthritis,Approved,1999,2004,Thrombotic cardiovascular events,market_withdrawal,Pain,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,RZJQGNCSTQAWON-UHFFFAOYSA-N,5090,OK,1999.0,85,"From a pure physicochemical perspective, this molecule is highly efficient: MW 314, cLogP ~2.8, TPSA 69 Å², and HBD 0. It perfectly fits oral small-molecule space with a rigid, low-entropy scaffold. However, the structural design contains fatal flaws when contextualized by the target and indication. The central furan-2(5H)-one core is an alpha,beta-unsaturated lactone; while sterically shielded by diaryl substitution, it remains susceptible to reductive metabolism and lactone hydrolysis. More critically, as highlighted by the biological advisory, the methylsulfonyl moiety is the exact structural vector driving extreme COX-2 selectivity. This specific functional group forces the fatal mechanistic imbalance between endothelial PGI2 and platelet TXA2, creating a highly pro-thrombotic state. For a chronic, non-life-threatening indication like pain, there is absolutely zero tolerance for structural features that inherently drive lethal cardiovascular liabilities. The molecule is a highly optimized poison. Tox Summary: Not Clean (Severe on-target cardiovascular toxicity driven by the methylsulfonyl selectivity vector; metabolic lability of the furanone core).",Medium,"alpha,beta-unsaturated lactone (furan-2(5H)-one), methylsulfonyl group (driving fatal on-target CV toxicity)",0.45,"Acute tolerability in short-term Phase 1 trials may be acceptable, but the inherent pro-thrombotic risk and potential lactone reactivity severely limit the safety margin.",0.8,The rigid diaryl scaffold and methylsulfonyl vector will ensure excellent target engagement and potent analgesic efficacy.,0.05,Chronic dosing in a large pain population will inevitably unmask the fatal cardiovascular liabilities (MI and stroke) driven by the extreme COX-2 selectivity of the methylsulfonyl pharmacophore.,0.018,TERMINATE,"While COX-2 inhibition is a deeply validated mechanism for analgesia and anti-inflammation, highly selective COX-2 inhibitors represent a notorious clinical graveyard due to severe on-target cardiovascular toxicity. Selective COX-2 blockade suppresses endothelial prostacyclin (PGI2) production while leaving COX-1-mediated platelet thromboxane A2 (TXA2) synthesis unopposed. This profound mechanistic imbalance creates a highly pro-thrombotic state, driving unacceptable risks of myocardial infarction and stroke. The structural presence of a methylsulfonyl pharmacophore strongly drives this extreme COX-2 selectivity. Given that the indication is pain—a non-life-threatening condition often requiring chronic dosing—there is zero tolerance for lethal cardiovascular liabilities. The biological risk is fatal."
Valdecoxib,,COX-2 inhibitor,Cyclooxygenase-2 (COX-2) enzyme,Pain/Inflammation,Approved,2001,2005,Cardiovascular risk + SJS/TEN,market_withdrawal,Pain,tox_safety,idiosyncratic_immunotoxicity,Withdrawn / restricted for safety,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,LNPDTQAFDNKSHK-UHFFFAOYSA-N,119607,OK,2001.0,68,"From a pure physicochemical standpoint, this diaryl isoxazole is an exceptionally lean and efficient molecule. With a MW under 320, a cLogP hovering around 3.0, and minimal rotatable bonds, it minimizes entropic penalties and maximizes Lipophilic Efficiency (LipE). The primary sulfonamide is a classic, deliberate vector designed to anchor into the COX-2 specific hydrophilic side-pocket, driving selectivity over COX-1. However, this structural choice is a Faustian bargain. As highlighted by the biological advisory, the primary sulfonamide introduces a severe idiosyncratic liability for severe cutaneous adverse reactions (SCARs/SJS). While the isoxazole methyl group provides a predictable metabolic clearance pathway via CYP-mediated oxidation, the dual threat of off-target hypersensitivity and the fundamental on-target cardiovascular toxicity (PGI2/TXA2 imbalance) is unacceptable for a non-lethal pain indication. Tox Summary: Not Clean.",Medium,['Primary aryl sulfonamide (idiosyncratic hypersensitivity / SJS / TEN risk)'],0.65,"Acute safety in healthy volunteers is generally tolerable, but the idiosyncratic nature of sulfonamide hypersensitivity presents an unpredictable early-phase risk.",0.95,"Target engagement and efficacy are virtually guaranteed. The molecule is highly optimized for the COX-2 pocket, and the mechanism is deeply validated for analgesia.",0.15,"Large-scale chronic exposure will inevitably unmask the on-target cardiovascular liabilities (MI/stroke via PGI2 suppression) and the off-target sulfonamide-induced exfoliative dermatitis, severely limiting approval or commercial viability for pain.",0.092625,CAUTION,"While COX-2 inhibition is a deeply validated mechanism for analgesia, the target class carries a notorious, mechanism-based cardiovascular liability. Selective COX-2 inhibition suppresses endothelial prostacyclin (PGI2) without inhibiting platelet thromboxane A2 (TXA2), fundamentally skewing the hemostatic balance toward a pro-thrombotic state (MI and stroke risk). Furthermore, the presence of a primary sulfonamide moiety in this scaffold introduces a severe idiosyncratic toxicity risk, specifically severe cutaneous adverse reactions (SCARs) such as Stevens-Johnson Syndrome (SJS) and Toxic Epidermal Necrolysis (TEN). For a non-lethal indication like pain, the tolerance for life-threatening CV events and exfoliative dermatitis is near zero. The biological efficacy is undeniable, but the therapeutic window is heavily compromised by both on-target (CV) and off-target (hypersensitivity) liabilities."
Ximelagatran,,Direct thrombin inhibitor,Thrombin (Factor IIa),Anticoagulation,Approved,2004 (Germany),2006,Hepatotoxicity,market_withdrawal,Cardiovascular,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)/C(=N/O)/N,ZXIBCJHYVWYIKI-PZJWPPBQSA-N,9574101,OK,2004.0,88,"This molecule is a highly engineered double-prodrug peptidomimetic, utilizing an ethyl ester and an N-hydroxyamidine (amidoxime) to mask a highly polar, zwitterionic active species (a carboxylic acid and a strongly basic amidine). While the cyclohexyl and azetidine rings provide necessary conformational constraint to engage the target's binding pockets, the delivery strategy is fundamentally flawed for a chronic cardiovascular indication. Relying on dual, sequential metabolic activation (esterase hydrolysis and amidoxime reduction) guarantees massive inter-patient pharmacokinetic variability. For an anticoagulant with a narrow therapeutic index, this variability is catastrophic, leading to unpredictable bleeding or thrombotic events. Furthermore, as highlighted by the biological advisory, the high daily doses required to push this poorly permeable scaffold into systemic circulation place an immense, continuous burden on hepatic metabolism. This heavy metabolic flux creates an extreme liability for idiosyncratic Drug-Induced Liver Injury (DILI), a known graveyard for heavily prodrugged peptidomimetics. The structural design attempts to force a non-druglike active moiety into oral space via brute-force metabolism, violating core safety principles for chronic therapy. Tox Summary: Not Clean (Severe DILI risk via metabolic burden and PK variability).",Low,"N-hydroxyamidine (amidoxime) requiring heavy reductase flux, Ethyl ester requiring high esterase burden",0.45,"Acute tolerability may be acceptable in healthy volunteers, but early signals of transaminase elevation due to massive hepatic metabolic flux pose a significant hurdle.",0.35,"Target engagement is likely, but the dual-prodrug strategy will result in severe inter-patient PK variability, complicating the establishment of a safe and effective dose for a narrow-TI anticoagulant.",0.05,"The requirement for chronic, high-dose administration of a heavily metabolized double-prodrug in a cardiovascular population carries an extreme risk of idiosyncratic DILI, virtually guaranteeing late-stage failure.",0.007875,CAUTION,"Direct thrombin inhibition is a deeply validated mechanism for cardiovascular anticoagulation with a clear causal link to disease pathology. However, this candidate presents a severe clinical risk profile due to its delivery strategy. The on-target narrow therapeutic index (bleeding) demands highly predictable pharmacokinetics. The critical flaw lies in the molecule's structural design: it is a double prodrug (featuring an ethyl ester and a hydroxyamidine) intended to mask a highly polar, poorly permeable peptidomimetic core. This necessitates massive, mandatory hepatic metabolism (esterases and reductases) to liberate the active moiety. In a chronic cardiovascular indication requiring continuous target suppression and likely high daily doses, this heavy metabolic flux places an immense burden on the liver. This creates an extreme liability for idiosyncratic Drug-Induced Liver Injury (DILI)—a historical graveyard for oral peptidomimetic thrombin inhibitors. Given the zero-tolerance safety threshold for chronic cardiovascular drugs and the availability of safer alternatives, this metabolic liability severely threatens late-stage viability."
Alosetron,Alosetron (temporary withdrawal),5-HT$_3$ antagonist,5-HT3 receptor,IBS-D,Approved,2000,2000,Ischemic colitis/serious constipation,market_withdrawal,GI,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,JSWZEAMFRNKZNL-UHFFFAOYSA-N,2099,OK,2000.0,42,"Structurally, this is a MedChem masterclass. A rigid, low-molecular-weight (<300 Da) tricyclic pyrido-indole scaffold paired with a methylimidazole pendant yields a highly efficient, low-cLogP, low-TPSA ligand. The LipE is undoubtedly stellar, and the lack of a highly basic amine (the nitrogen is tied up as a lactam, and the imidazole is only weakly basic) beautifully circumvents standard hERG liabilities. The tertiary amide and N-methylated indole provide a metabolically robust core, with only minor liabilities regarding N-demethylation or imidazole-mediated CYP coordination. However, a pristine chemical vehicle driving off a biological cliff is still a wreck. As the biological advisory highlights, the 5-HT3 mechanism for chronic, non-lethal GI indications is a regulatory nightmare. The profound on-target risk of ischemic colitis and severe constipation obliterates the therapeutic index. You have engineered a perfect molecule for a fundamentally flawed clinical premise. Tox Summary: Chemically Clean, Mechanistically Lethal.",High,None chemically (minor CYP coordination risk via imidazole); toxicity is entirely on-target.,0.85,"Excellent physicochemical properties. Low MW, optimal cLogP, and the absence of a strong basic center mitigate hERG and systemic toxicity risks. Phase 1 safety should be easily cleared.",0.75,High LipE and rigid conformation guarantee potent target engagement. The low dose requirement ensures clear pharmacodynamic readouts in Phase 2.,0.08,"The fatal flaw. For a chronic, non-lethal indication like IBS-D, the on-target risk of ischemic colitis and severe constipation will trigger massive regulatory pushback, clinical holds, or strict REMS programs.",0.051,CAUTION,"The 5-HT3 receptor is a deeply validated target for modulating the enteric nervous system, effectively slowing colonic transit and blunting visceral hypersensitivity. However, for chronic, non-lethal GI indications (such as diarrhea-predominant irritable bowel syndrome), this mechanism carries a severe, well-documented on-target liability: profound constipation and ischemic colitis. While the required clinical dose is typically low (single-digit milligrams)—which largely eliminates systemic DILI risks—the localized pharmacodynamic toxicity in the gut creates a razor-thin therapeutic index. Because functional GI disorders are chronic and non-life-threatening, regulatory tolerance for ischemic colitis is virtually zero. This class has a history of clinical holds, market withdrawals, and strict REMS programs when applied outside of acute oncology supportive care."
Gatifloxacin,Gatifloxacin (restricted),Fluoroquinolone,DNA gyrase and Topoisomerase IV,Infection,Approved,1999,2006,Dysglycemia risk,market_withdrawal,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,XUBOMFCQGDBHNK-UHFFFAOYSA-N,5379,OK,1999.0,75,"The molecule utilizes a classic zwitterionic scaffold, perfectly tuned for Gram-negative porin penetration with an optimal cLogP (~1.5) and MW (<400). However, the clinical viability is severely compromised by the massive dose burden (>400mg/day) required to maintain Cmax/MIC ratios, which violently unmasks structural liabilities. The C8-methoxy substitution is a fatal MedChem error; while it was likely installed to mitigate the phototoxicity associated with C8-halogens, it introduces severe off-target affinity for pancreatic K_ATP channels, driving life-threatening dysglycemia. Furthermore, the C7 3-methylpiperazine moiety provides a basic center (pKa ~9) that, in conjunction with the planar aromatic core, triggers GABA-A antagonism (CNS toxicity) and hERG liabilities at the required high systemic exposures. Despite excellent primary target engagement and metabolic stability, the acute toxicity profile driven by these specific structural vectors is unacceptable. Tox Summary: Not Clean (High risk of dysglycemia, CNS toxicity, and QTc prolongation).",High,"C8-methoxy (K_ATP channel blockade/dysglycemia), C7-basic piperazine (GABA-A antagonism, hERG liability at high Cmax), Fluoroquinolone core (mitochondrial toxicity/tendinopathy)",0.45,"Phase 1 requires dose escalation to achieve the necessary Cmax for antibacterial efficacy, which will immediately expose the narrow therapeutic index regarding QTc prolongation and acute glycemic fluctuations.",0.85,"If tolerated, efficacy is virtually guaranteed. The zwitterionic physicochemical profile ensures excellent bacterial penetration, and the DNA gyrase/Topo IV mechanism is deeply validated.",0.1,"The severe dysglycemia risk driven by the C8-methoxy group will cause catastrophic failure in a larger, diverse patient population, likely leading to trial termination or market withdrawal due to fatal hypoglycemic events.",0.03825,ELITE,"The biological target (bacterial DNA gyrase/Topoisomerase IV) is deeply validated with a direct, causal link to bacterial eradication. Biological uncertainty for the primary mechanism is near zero, qualifying it for ELITE status. However, the clinical risk is entirely driven by the massive dose burden (typically >400mg/day) required to maintain concentrations above the Minimum Inhibitory Concentration (MIC). This high systemic exposure unmasks severe, class-wide off-target liabilities inherent to this scaffold: hERG channel inhibition (QTc prolongation), GABA receptor antagonism (CNS toxicity), and mitochondrial toxicity (tendinopathy/cartilage damage). Critically, the specific C8-methoxy substitution present in this molecule is historically linked to severe, sometimes fatal, dysglycemia via off-target blockade of pancreatic beta-cell ATP-sensitive potassium channels. While the acute dosing paradigm (days-to-weeks) of anti-infectives mitigates chronic toxicity risks, these acute off-target metabolic and cardiac effects remain a massive clinical hurdle."
Sitaxentan,,Endothelin antagonist,Endothelin A (ET-A) receptor,PAH,Approved,2006 (EU),2010,Severe liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,PHWXUGHIIBDVKD-UHFFFAOYSA-N,216235,OK,2006.0,98,"The molecule is a structural minefield attempting to target a peripheral GPCR (Endothelin) for a CNS indication. From a physicochemical standpoint, the TPSA (~104 Å²) and MW (~476 Da) significantly exceed the strict thresholds (<90 Å² and <450 Da) for optimal blood-brain barrier penetration. To achieve CNS target engagement, massive systemic doses would be required, which is clinically unviable given the severe class-wide hepatotoxicity of ERAs. Structurally, the molecule contains two severe liabilities: a 1,3-benzodioxole motif, a notorious Mechanism-Based Inactivator (MBI) of CYP450s via reactive carbene formation, and a thiophene ring adjacent to a sulfonamide. As highlighted by the biological advisory, the thiophene-sulfonamide is a classic toxophore highly susceptible to oxidative bioactivation into reactive electrophiles (epoxides/sulfoxides), driving idiosyncratic Drug-Induced Liver Injury (DILI). The combination of poor CNS penetrance, required high dosing, and dual reactive-metabolite generators (benzodioxole + thiophene) guarantees catastrophic hepatic burden. Tox Summary: Not Clean.",Low,"1,3-benzodioxole (CYP450 MBI via carbene formation), Thiophene (oxidative bioactivation to reactive epoxides/thioepoxides), Thiophene-sulfonamide (idiosyncratic DILI toxophore)",0.05,"Severe DILI and MBI risks driven by benzodioxole and thiophene bioactivation, exacerbated by the massive systemic doses required to force CNS exposure.",0.05,"TPSA > 100 Å² severely restricts BBB permeability, making CNS target engagement highly improbable without dose-limiting systemic toxicity.",0.01,"Chronic administration of a highly dosed, bioactivation-prone ERA is a guaranteed failure due to cumulative hepatotoxicity, fluid retention, and target-class stigma.",2.5e-05,TERMINATE,"Endothelin receptor antagonists (ERAs) are validated for peripheral vascular beds (e.g., PAH), but deploying them for CNS indications is a biological and clinical nightmare. ERAs carry a notorious, class-wide liability for severe hepatotoxicity (DILI), fluid retention, and teratogenicity. To achieve meaningful target engagement in the CNS, the molecule must cross the blood-brain barrier—a massive hurdle for highly protein-bound ERAs. Overcoming this requires driving the systemic dose exceptionally high. High systemic dose plus an ERA mechanism equals catastrophic liver burden. Furthermore, the molecule contains a thiophene-sulfonamide motif, a classic toxophore in this specific target class that is highly prone to oxidative metabolism into reactive intermediates, historically leading to fatal idiosyncratic liver failure. The therapeutic window between CNS efficacy and systemic hepatic/cardiovascular toxicity is non-existent."
BIA-10-2474,,FAAH inhibitor,Fatty Acid Amide Hydrolase (FAAH) (Irreversible inhibitor),Pain,Phase 1,,2016,Severe neurotoxicity,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,CN(C1CCCCC1)C(=O)N2C=C(N=C2)C3=C[N+](=CC=C3)[O-],DOWVMJFBDGWVML-UHFFFAOYSA-N,46831476,OK,2016.0,98,"Physicochemically, this molecule is a highly efficient CNS penetrant (MW ~316, TPSA ~66 Å², cLogP ~2.0), which paradoxically maximizes its danger. The structure is built around an imidazole-1-carboxamide, a highly reactive acylating agent. While designed as a deliberate covalent warhead to carbamylate the catalytic serine of FAAH, this electrophile is intrinsically promiscuous. Because the catalytic Ser-His-Asp triad is conserved across the vast serine hydrolase superfamily, this molecule will indiscriminately acylate off-target CNS lipases and esterases. Excellent BBB penetration ensures high brain exposure to this reactive species, guaranteeing catastrophic neurotoxicity and lipid dysregulation. Additionally, the pyridine-N-oxide is metabolically labile and prone to enzymatic reduction by gut or hepatic reductases, which would strip away polarity, increase lipophilicity, and unpredictably alter the off-target profile in vivo. Integrating the biological advisory: FAAH is a clinically invalidated target for CNS indications, and the use of a non-selective carbamylating agent in lipid-rich brain tissue carries an insurmountable regulatory stigma and a 50-point penalty. Tox Summary: Not Clean.",Low,"['Imidazole-1-carboxamide (promiscuous carbamylating agent/covalent warhead)', 'Pyridine-N-oxide (metabolic reduction liability/redox stress)']",0.05,"Extreme risk of off-target covalent modification of critical CNS serine hydrolases and lipases. The reactive N-acylimidazole warhead provides zero safety margin, leading to severe neurotoxicity.",0.1,"FAAH inhibitors have a notorious history of failing to demonstrate efficacy over placebo in CNS indications, indicating a fundamentally flawed therapeutic hypothesis.",0.01,The combination of a promiscuous covalent mechanism in the CNS and a stigmatized target makes chronic approval virtually impossible.,5e-05,TERMINATE,"FAAH inhibitors represent a notorious clinical graveyard for CNS indications. The target class has repeatedly failed to demonstrate efficacy over placebo in advanced pain, anxiety, and neuroinflammation trials, indicating a fundamental flaw in the therapeutic hypothesis. More critically, FAAH belongs to the ubiquitous serine hydrolase family. Inhibitors targeting this enzyme—particularly those utilizing urea or imidazole motifs to engage the catalytic serine—carry a catastrophic risk of off-target covalent binding to other critical CNS lipases and hydrolases (such as PNPLA6/NTE). This off-target promiscuity in lipid-rich brain tissue has historically led to fatal neurotoxicity, microhemorrhages, and necrosis. Furthermore, the presence of a pyridine-N-oxide introduces additional metabolic liabilities and redox stress. Given the non-lethal nature of most CNS indications targeted by FAAH, the safety margin is non-existent and the regulatory stigma is insurmountable."
Firazorexton,Firazorexton (TAK-994),Orexin-2 agonist,Orexin-2 (OX2) receptor,Narcolepsy,Phase 2,,2021,Drug-induced liver injury,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC(C)(C(=O)N1CC[C@@H]([C@@H]1CC2=C(C(=CC=C2)C3=CC(=CC(=C3)F)F)F)NS(=O)(=O)C)O,VOSAWOSMGPKQEQ-OALUTQOASA-N,137460733,OK,2021.0,60,"The architecture of this NCE is a masterclass in defensive medicinal chemistry, clearly designed to navigate the treacherous DILI and cardiovascular minefield highlighted in the biological advisory. By neutralizing the pyrrolidine nitrogen into an amide, the designers have elegantly bypassed the hERG pharmacophore entirely—a massive win for a CNS agent. The lipophilic bulk required for OX2R engagement is provided by a biphenyl system, but it is heavily armored with three fluorine atoms, effectively shutting down CYP450-mediated aromatic oxidation and the subsequent formation of reactive epoxides. Furthermore, the inclusion of a tertiary alcohol provides a metabolically stable polar handle, keeping the cLogP in the CNS Goldilocks zone (estimated ~2.5-3.5) and driving up LipE. However, the physicochemical tightrope is fraying at the TPSA, which sits dangerously close to the 90 Å² ceiling for optimal BBB penetrance. If this restricts the unbound brain fraction, the systemic dose required to maintain wakefulness will skyrocket. This is where the structural elegance collides with Salah's 30-point target-class penalty: even without obvious toxicophores, a high-dose requirement combined with potential rapid clearance (via direct glucuronidation of the tertiary alcohol) will place a massive metabolic burden on the liver, inviting the very idiosyncratic DILI this scaffold was built to avoid. Tox Summary: Clean structurally, but high-dose hepatic burden risk remains a critical vulnerability.",High,No overt toxicophores; idiosyncratic DILI risk driven by potential high-dose requirements rather than reactive metabolites.,0.65,"Structural defenses against reactive metabolites and hERG are elite, but the historical DILI risk of the target class necessitates caution in early safety readouts.",0.5,"The biological rationale is exceptionally strong, but the borderline TPSA (~91 Å²) may limit the free brain fraction, potentially compromising the magnitude of the wakefulness effect at safe doses.",0.2,"Chronic administration for a CNS indication with a target class notorious for idiosyncratic hepatotoxicity is a massive hurdle. Even with a structurally clean molecule, the liver is unforgiving at scale.",0.065,CAUTION,"Orexin-2 receptor (OX2R) agonism is a biologically elegant, direct-replacement strategy for CNS disorders like Narcolepsy Type 1, which is fundamentally driven by the loss of orexin-producing neurons. The therapeutic hypothesis is exceptionally strong and well-validated. However, this target class is currently a clinical minefield due to severe Drug-Induced Liver Injury (DILI). Previous molecules in this exact mechanistic class have spectacularly failed in Phase 2 due to hepatotoxicity. To achieve sufficient CNS penetrance and maintain wakefulness throughout the day, these compounds often require high systemic exposure, placing a massive metabolic burden on the liver. While the fluorinated biphenyl and methanesulfonamide moieties in this NCE suggest a rational attempt to block metabolic soft spots and prevent reactive metabolite formation, the shadow of idiosyncratic DILI looms large. Furthermore, chronic OX2R overstimulation carries on-target risks of autonomic cardiovascular effects (blood pressure and heart rate elevation) that will require strict monitoring. The severe unmet need in narcolepsy provides some regulatory flexibility, but the liver is unforgiving."
Fasiglifam,Fasiglifam (TAK-875),GPR40 agonist,G protein-coupled receptor 40 (GPR40),T2D,Phase 3,,2013,Idiosyncratic DILI,clinical_failure,Metabolic,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)[C@@H](CO4)CC(=O)O)C)OCCCS(=O)(=O)C,BZCALJIHZVNMGJ-HSZRJFAPSA-N,24857286,OK,2013.0,95,"The biological advisory correctly identifies the catastrophic DILI risk inherent to this target class, and this specific chemical structure is the textbook embodiment of that liability. The molecule is a highly lipophilic carboxylic acid (MW > 500, estimated cLogP > 4.5) featuring an extended, rigid hydrophobic backbone (dimethylbiphenyl linked to a dihydrobenzofuran). This specific physicochemical profile—a lipophilic tail paired with an anionic headgroup—carries two fatal flaws for a chronic metabolic indication. First, the carboxylic acid will undergo extensive Phase II metabolism to form an acyl glucuronide. Given the extreme lipophilicity of the aglycone, this acyl glucuronide is highly likely to be reactive, leading to covalent modification of hepatic proteins and subsequent immune-mediated hepatotoxicity. Second, the massive hydrophobic bulk perfectly matches the pharmacophore for potent inhibition of hepatic efflux transporters, specifically BSEP (Bile Salt Export Pump). The synergistic combination of reactive metabolite generation and bile acid accumulation guarantees transaminase elevations and idiosyncratic DILI. Furthermore, the high plasma protein binding typical of such lipophilic acids will necessitate a high clinical dose to drive free drug concentrations, ensuring massive hepatic exposure. In a chronic metabolic setting with zero tolerance for liver injury, this structural profile is fundamentally unviable. Tox Summary: Not Clean (Severe DILI risk via reactive acyl glucuronidation and BSEP inhibition).",Medium,"['Lipophilic carboxylic acid (reactive acyl glucuronide precursor)', 'Extended biphenyl-dihydrobenzofuran backbone (BSEP/MRP2 inhibitor pharmacophore)']",0.15,Phase 1 will likely reveal early signals of hepatic stress (transaminase elevations) due to the high dose required and the intrinsic hepatotoxicity of the lipophilic acid chemotype.,0.4,"The molecule will likely demonstrate target engagement and glucose-lowering efficacy, as the lipophilic acid perfectly mimics the endogenous free fatty acid ligands of GPR40.",0.01,"Chronic exposure in a large patient population will inevitably trigger idiosyncratic, severe DILI (Hy's Law cases) due to the combination of acyl glucuronidation and BSEP inhibition, leading to clinical termination.",0.0006,TERMINATE,"GPR40 (FFAR1) agonism is a notorious clinical graveyard. While the mechanism of glucose-dependent insulin secretion is biologically validated, this target class is permanently scarred by late-stage, catastrophic idiosyncratic Drug-Induced Liver Injury (DILI). In a chronic metabolic indication where patients will take the drug for decades, regulatory tolerance for hepatotoxicity is absolute zero, especially given the abundance of highly effective, safe alternatives (e.g., GLP-1 RAs, SGLT2is). Furthermore, the structural requirement for a highly lipophilic backbone paired with a carboxylic acid headgroup in this class frequently leads to acyl glucuronidation, reactive metabolite formation, and hepatic efflux transporter (BSEP/MRP2) inhibition. The high dose burden required to drive systemic metabolic efficacy guarantees massive hepatic exposure, making clinical attrition due to transaminase elevations almost inevitable."
LY2886721,,BACE1 inhibitor,_-site Amyloid Precursor Protein Cleaving Enzyme 1 (BACE1),Alzheimer,Phase 2,,2013,Liver enzyme elevations,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1[C@H]2CSC(=N[C@]2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N,NIDRNVHMMDAAIK-YPMLDQLKSA-N,49837968,OK,2013.0,95,"Base Score: 45 + 50 Point Biological Penalty (Target Stigma). Physicochemically, you have constructed a fused hexahydrofuro[3,4-b][1,4]thiazine core bearing a cyclic isothiourea. The highly basic isothiourea (pKa > 9) is deliberately designed to form a salt bridge with the catalytic aspartyl dyads of the protease. However, for a CNS indication, this is physicochemical suicide. A pKa > 9 combined with a TPSA ~100 Å² guarantees abysmal passive blood-brain barrier (BBB) permeability. To force this highly ionized molecule into the brain, massive systemic exposures are required. This high-dose requirement directly triggers systemic liabilities: the basic center linked to the lipophilic fluorophenyl and fluoropyridine systems forms a textbook hERG pharmacophore. Furthermore, the endocyclic thioether is a sitting duck for FMO/CYP-mediated S-oxidation, ensuring rapid clearance and potential reactive metabolite formation. Biologically, BACE1 is a definitive clinical graveyard. The mechanism is fundamentally flawed, driving paradoxical cognitive decline and brain volume loss. The high doses required to overcome the poor BBB permeability will inevitably trigger idiosyncratic DILI, while BACE2 cross-reactivity guarantees retinal toxicity. You have engineered a highly specific poison for a clinically invalidated target. Tox Summary: Not Clean (hERG, DILI, BACE2-mediated retinal tox, S-oxidation liabilities).",Low,"Cyclic isothiourea (extreme basicity driving hERG/DILI at required CNS doses), endocyclic thioether (S-oxidation liability)",0.1,"High risk of hERG and DILI due to the massive doses required to drive the highly basic, high-TPSA molecule across the BBB. BACE2 cross-reactivity adds retinal toxicity.",0.05,Target engagement leads to paradoxical cognitive worsening and brain volume loss. Efficacy endpoints will fail by definition of the flawed mechanism.,0.01,Class-wide clinical graveyard. No BACE1 inhibitor has survived Phase 3 due to the catastrophic on-target toxicity profile.,5e-05,TERMINATE,"BACE1 inhibition for CNS indications is a definitive clinical graveyard. Extensive human trials across multiple chemically distinct scaffolds have demonstrated a catastrophic class-wide failure characterized by paradoxical cognitive worsening, brain volume loss, and neuropsychiatric adverse events. Furthermore, achieving the necessary CNS exposure often requires doses that trigger idiosyncratic drug-induced liver injury (DILI). Cross-reactivity with BACE2 introduces additional liabilities, including retinal toxicity and depigmentation. Despite the severe unmet need in neurodegeneration, this mechanism is fundamentally flawed and clinically invalidated."
