compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V24,Rationale V24,Metabolic Stability V24,Toxic Fragments V24,P1 Prob V24,P1 Rationale V24,P2 Prob V24,P2 Rationale V24,P3 Prob V24,P3 Rationale V24,TCSP V24,Salah Verdict V24,Biological Risk V24
Clazosentan,,Endothelin A antagonist,Endothelin A (ET-A) receptor,SAH vasospasm,Phase 3,,2019,Inefficacy/risk - benefit,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NNN=N4)OCCO)OC5=CC=CC=C5OC,LFWCJABOXHSRGC-UHFFFAOYSA-N,6433095,OK,2019.0,96,"This molecule represents a catastrophic mismatch between physicochemical properties and its intended CNS indication. With a molecular weight of ~593 Da, a TPSA exceeding 180 Å², and the presence of a highly acidic tetrazole (pKa ~4.5), the compound will be >99% ionized at physiological pH. It is a physicochemical 'Brick' that completely violates CNS MPO guidelines and has zero probability of passive blood-brain barrier (BBB) penetration. While Endothelin A (ETA) antagonists typically require larger, complex scaffolds to occupy deep GPCR transmembrane pockets, deploying such a highly polar, anionic chemotype for a CNS target is a fundamental design flaw. As highlighted by the biological advisory, the inability to cross the BBB means that achieving therapeutic concentrations in the cerebral vasculature relies on pathological BBB breakdown or necessitates massive systemic dosing. This forced systemic exposure will inevitably trigger the severe, dose-limiting class toxicities of ETA antagonists, including profound hypotension, pulmonary edema, and hepatotoxicity (DILI). Metabolically, the molecule is burdened with multiple liabilities: the primary alcohol of the 2-hydroxyethoxy group is primed for oxidation to a reactive aldehyde or carboxylic acid, while the methoxyphenoxy moiety is susceptible to O-demethylation. The combination of an impenetrable BBB profile, high systemic toxicity risk, and historical target stigma makes this a clinical graveyard candidate. Tox Summary: Not Clean.",Low,"['Tetrazole (anionic charge preventing BBB permeation)', '2-hydroxyethoxy group (oxidation to reactive aldehyde/acid)', 'Sulfonamide (idiosyncratic hypersensitivity risk)']",15.0,"High systemic doses required to force any CNS exposure will likely trigger acute hemodynamic instability (hypotension) and potential hepatotoxicity, severely limiting the therapeutic window.",5.0,"Zero passive BBB penetration guarantees failure to engage parenchymal targets. Even if targeting luminal cerebral vasculature, historical precedents show a fatal disconnect between angiographic reversal and functional clinical outcomes.",1.0,"Chronic administration of high-dose ETA antagonists is plagued by fluid retention, pulmonary edema, and DILI. The systemic burden required for this CNS indication makes Phase 3 survival virtually impossible.",0.0075,CAUTION,"While Endothelin A (ETA) antagonism is a deeply validated mechanism for pulmonary arterial hypertension, deploying it for CNS indications (historically targeting cerebral vasospasm post-subarachnoid hemorrhage or stroke) is a notorious clinical graveyard. This target-indication pair suffers from a classic, fatal disconnect: ETA antagonists successfully reverse angiographic vasospasm but consistently fail to improve functional clinical outcomes. This is driven by dose-limiting systemic toxicities, primarily profound hypotension, pulmonary edema, and fluid retention. Furthermore, the structural inclusion of a highly acidic tetrazole and a sulfonamide guarantees poor blood-brain barrier (BBB) penetration. This restricts the molecule's reach to the luminal side of the cerebral vasculature or relies on pathological BBB breakdown. The systemic exposure required to achieve therapeutic concentrations in the cerebral bed will inevitably trigger the class-wide hemodynamic and hepatic liabilities that have doomed its predecessors in Phase 3."
Roxadustat,,HIF-PH inhibitor,HIF prolyl-hydroxylase,Anemia,Phase 3,,2021,Risk-benefit debates (region-dependent) - FDA idenditifed major cardiovascular tox,clinical_failure,Hematology,tox_safety,cardiotoxicity,Discontinued for safety/tox,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,YOZBGTLTNGAVFU-UHFFFAOYSA-N,11256664,OK,2021.0,75,"Physicochemically, this scaffold is deceptively elegant. With a MW of 352, cLogP ~2.8, and a TPSA of 109 Å², it sits perfectly in the oral non-CNS space. The carboxylic acid is a smart functional handle to restrict BBB penetration and drive renal distribution. However, the structural engine is a 4-hydroxyisoquinoline-3-carboxamide—a blunt-force Fe(II) chelator designed to mimic 2-oxoglutarate. This bidentate/tridentate warhead is notoriously promiscuous, carrying a high risk of off-target cross-reactivity with the broader 2-OG-dependent dioxygenase superfamily (e.g., JmjC demethylases, TET enzymes), threatening long-term epigenetic toxicity. Compounding this structural liability is a fatal biological premise: chronic stabilization of the HIF master transcription factor. Driving massive pleiotropic cascades (VEGF, angiogenesis) in a cardiovascularly compromised population guarantees a razor-thin therapeutic window and severe MACE/thromboembolic risks. The molecule is a well-designed key for a door that should not be left wide open. Tox Summary: Not Clean (Severe on-target MACE liability, off-target metalloenzyme promiscuity).",Medium,"['4-hydroxyisoquinoline-3-carboxamide (promiscuous Fe(II) chelator / 2-OG mimetic)', 'Carboxylic acid (acyl glucuronidation risk)']",0.75,"Short-term exposure in healthy volunteers is likely tolerable. The excellent physicochemical properties suggest straightforward formulation, predictable PK, and an absence of acute off-target ion channel liabilities.",0.55,"The molecule will undoubtedly achieve target engagement and stimulate erythropoiesis. However, dose-titration will be highly challenging due to the razor-thin therapeutic window between efficacy and excessive hematocrit elevation.",0.15,"Chronic dosing in a large, cardiovascularly compromised Phase 3 population will unmask the severe pleiotropic liabilities of HIF stabilization. The accumulation of MACE, thromboembolic events, and potential off-target epigenetic toxicities will likely derail broad approval or result in severe black-box restrictions.",0.061875,CAUTION,"HIF-PH inhibition is a biologically validated mechanism for stimulating endogenous erythropoietin production in hematology (specifically anemia of chronic kidney disease). However, the target biology carries massive pleiotropic liability. HIF is a master transcription factor that regulates hundreds of genes beyond erythropoiesis, including VEGF and pathways driving angiogenesis, metabolic reprogramming, and pulmonary hypertension. Chronic stabilization of HIF in a large, cardiovascularly compromised population introduces severe on-target risks, most notably Major Adverse Cardiovascular Events (MACE) and thromboembolism. The FDA has historically heavily scrutinized or outright rejected members of this class due to these safety signals. Furthermore, the structural reliance on a glycine-amide motif for active-site iron chelation introduces potential off-target metalloenzyme liabilities. While the mechanism works to raise hemoglobin, the therapeutic window between efficacy and cardiovascular toxicity is razor-thin."
Bucindolol,,Beta-blocker,B1 and B2-adrenergic receptors,HF,Phase 3,,2000,Lack of overall survival benefit in its pivotal Phase III trial and a subsequent FDA rejection based on data integrity concerns,clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O,FBMYKMYQHCBIGU-UHFFFAOYSA-N,51045,OK,2000.0,8,"This is a masterclass in classical GPCR ligand design. The molecule deploys a textbook aryloxypropanolamine scaffold, perfectly tuned for beta-adrenergic antagonism. The incorporation of the gem-dimethyl group adjacent to the secondary amine is a brilliant tactical move: it completely abolishes MAO-mediated oxidative deamination and N-dealkylation while sterically driving beta-over-alpha receptor selectivity. The 2-cyanophenoxy moiety serves as a metabolically bulletproof, electron-withdrawing anchor that provides a strong dipole for receptor engagement without inflating the cLogP. The indole ring offers substantial hydrophobic bulk for pocket occupation, though it introduces a minor liability for CYP-mediated oxidation (likely at the 5-position or C2 to form an oxindole). Physicochemically, the molecule is in the elite Goldilocks zone (MW ~363, cLogP ~3.0, TPSA ~81 Å²). Crucially, the TPSA of 81 Å² is high enough to restrict blood-brain barrier penetration, thereby minimizing the CNS adverse effects (e.g., nightmares, depression) that plague more lipophilic beta-blockers, while still guaranteeing excellent oral bioavailability. The only structural flag is the inherent hERG pharmacophore—a basic amine flanked by two lipophilic domains—but the elevated TPSA and the polar hydroxyl linker significantly dampen the hERG affinity. For a cardiovascular indication, this is a highly developable, pristine asset. Tox Summary: Clean.",High,,0.85,"Clean physicochemical profile, absence of structural alerts, and a highly validated pharmacophore minimize acute toxicity risks.",0.75,Beta-adrenergic antagonism is a deeply validated mechanism. The structure is perfectly tuned for high-affinity target engagement with excellent oral ADME properties.,0.65,"Low cLogP, lack of reactive metabolites, and restricted CNS penetration provide a wide therapeutic index for chronic cardiovascular use.",0.414375,ELITE,"Beta-adrenergic receptor antagonism is a foundational, deeply validated mechanism for cardiovascular indications. The biological uncertainty is near zero: the GPCR signaling pathway, downstream cAMP/PKA modulation, and resulting hemodynamic effects (negative chronotropy and inotropy) are exhaustively characterized. The molecule utilizes a classical aryloxypropanolamine pharmacophore, which historically yields high-affinity (nanomolar) binding, allowing for low-to-moderate clinical dosing and minimizing the risk of dose-dependent idiosyncratic hepatotoxicity. While chronic cardiovascular indications demand pristine long-term safety, this target class has decades of clinical precedent. On-target adverse effects (e.g., bradycardia, hypotension, or bronchospasm if non-selective) are predictable, dose-dependent, and easily managed via standard clinical monitoring and dose titration."
Cariporide,,NHE-1 inhibitor,Sodium-hydrogen exchanger 1 (NHE-1),MI/cardioprotection,Phase 3,,2000,An increased risk of death and cerebrovascular events (strokes),clinical_failure,Cardiovascular,tox_safety,neurotoxicity,Discontinued for safety/tox,CC(C)C1=C(C=C(C=C1)C(=O)N=C(N)N)S(=O)(=O)C,IWXNYAIICFKCTM-UHFFFAOYSA-N,151172,OK,2000.0,85,"This molecule is a physicochemical paradox and a biological hazard. Structurally, it is a low-MW (~283 Da) entity dominated by an acylguanidine and a methylsulfonyl group. The resulting TPSA (>120 Å²) and HBD count (4) on such a small scaffold create an extremely polar, highly basic (pKa ~8.5) molecule that will violently reject lipid bilayers. Membrane permeability will be abysmal. To achieve target engagement, this necessitates massive systemic exposures, directly validating the Biological Advisory. The acylguanidine pharmacophore is a brute-force attempt to mimic the Na+/H+ substrate, but it guarantees a disastrous ADME profile. Biologically, NHE-1 inhibition for cardiovascular ischemia is a notorious clinical graveyard. The catastrophic on-target safety signals—specifically cerebrovascular events (strokes) and increased all-cause mortality—render this mechanism fundamentally unviable. The massive Cmax required to force this polar molecule into tissues during acute ischemic events will inevitably trigger these fatal liabilities, alongside potential off-target ion channel promiscuity. Tox Summary: Not Clean (Severe on-target cerebrovascular toxicity and Cmax-driven liabilities).",High,['Acylguanidine (extreme basicity and polarity driving massive dose requirements and potential ion channel promiscuity)'],0.15,High risk of acute Cmax-driven toxicities and off-target ion channel interactions due to the massive systemic doses required to overcome the molecule's abysmal membrane permeability.,0.05,"Target engagement is severely compromised by the molecule's inability to cross membranes efficiently. Furthermore, the mechanism itself is fundamentally flawed for the indication.",0.01,NHE-1 inhibitors in cardiovascular indications are a validated clinical graveyard due to unacceptable increases in strokes and all-cause mortality. Chronic or large-scale acute use is unviable.,7.5e-05,TERMINATE,"NHE-1 inhibition for cardiovascular indications (specifically ischemia/reperfusion injury) is a notorious clinical graveyard. While the preclinical rationale is elegant—preventing intracellular sodium and subsequent calcium overload via the Na+/Ca2+ exchanger during reperfusion to limit infarct size—human translation has been disastrous. The target class is plagued by a severe, unacceptable increase in cerebrovascular events (strokes) and all-cause mortality, likely due to on-target effects in the cerebrovasculature, endothelial dysfunction, or platelet activation. Furthermore, the acylguanidine pharmacophore present in this scaffold typically requires massive systemic exposures to achieve adequate target occupancy during acute ischemic events. The catastrophic safety signals observed historically with this mechanism in large cardiovascular populations make it an unviable and highly dangerous target."
Xanomeline,,Muscarinic agonist,M1 and M4 muscarinic receptors,Schizophrenia/AD,Phase 2,,2000,GI tolerability + development halted,clinical_failure,CNS,tox_safety,GI Toxicity,Discontinued for safety/tox,CCCCCCOC1=NSN=C1C2=CCCN(C2)C,JOLJIIDDOBNFHW-UHFFFAOYSA-N,60809,OK,2000.0,88,"While the MW (281) and TPSA (37 Å²) perfectly align with CNS MPO guidelines, this molecule is a masterclass in brute-force, flawed design. The lipophilicity is almost entirely derived from an unbranched hexyloxy chain. This is 'lazy grease'—it forces BBB penetration but acts as a massive metabolic sink for CYP-mediated omega and omega-1 oxidation, guaranteeing rapid clearance. As highlighted by the biological advisory, muscarinic agonists require a delicate therapeutic window to avoid severe peripheral M2/M3 toxicity (SLUDGE syndrome). The rapid metabolism of the hexyl chain dictates high peak-to-trough plasma fluctuations, forcing high Cmax dosing that will inevitably trigger these dose-limiting peripheral liabilities. Furthermore, the 1-methyl-1,2,5,6-tetrahydropyridine ring is a severe structural alert. It is structurally homologous to the MPTP pharmacophore; the risk of MAO-mediated bioactivation into a neurotoxic, irreversible pyridinium species is unacceptable for a chronic CNS indication. Finally, the topology of a strong basic center (tertiary amine, pKa > 8) linked via a rigid spacer (thiadiazole) to a hydrophobic cluster (hexyl chain) perfectly maps to the hERG pharmacophore, adding a critical cardiovascular liability to an already toxic profile. Tox Summary: Not Clean.",Low,"['1-methyl-1,2,5,6-tetrahydropyridine (MPTP-like bioactivation to neurotoxic pyridinium)', 'Unbranched hexyloxy chain (rapid omega-oxidation sink)', 'hERG pharmacophore topology (basic amine + rigid spacer + hydrophobic tail)']",0.15,"Severe risk of dose-limiting peripheral cholinergic toxicity (SLUDGE) driven by high Cmax requirements, compounded by a direct structural match for the hERG pharmacophore and MPTP-like bioactivation.",0.1,Rapid CYP-mediated clearance of the hexyl chain will make maintaining CNS receptor occupancy nearly impossible without triggering peripheral adverse events. The therapeutic window is effectively closed.,0.02,"Chronic administration of a tetrahydropyridine in a CNS indication carries an insurmountable risk of cumulative neurotoxicity, alongside an unmanageable peripheral side-effect profile.",0.0003,CAUTION,"The target class (muscarinic agonists) has deep mechanistic validation for CNS indications like Schizophrenia and Alzheimer's disease, primarily driven by M1 and M4 receptor activation. However, this class is a historical clinical graveyard due to severe, dose-limiting peripheral cholinergic toxicity. The orthosteric acetylcholine binding site is highly conserved across all five muscarinic subtypes (M1-M5), making true subtype selectivity exceptionally difficult for small molecules. Consequently, achieving sufficient CNS receptor occupancy almost inevitably triggers peripheral M2 and M3 activation, leading to 'SLUDGE' syndrome (Salivation, Lacrimation, Urination, Defecation, GI distress, Emesis) and cardiovascular liabilities (bradycardia, syncope). While the highly lipophilic hexyloxy chain and basic amine in this NCE will drive necessary blood-brain barrier penetration, it does not inherently solve the peripheral toxicity liability. Furthermore, the long alkyl chain introduces metabolic vulnerabilities (CYP-mediated oxidation), potentially requiring higher dosing to maintain CNS exposure, which directly exacerbates the peripheral toxicity and hepatic burden. The therapeutic window here is razor-thin."
Lanabecestat,Lanabecestat (AZD3293/LY3314814),BACE1 inhibitor,b-site Amyloid Precursor Protein Cleaving Enzyme (BACE1/2),Alzheimer disease,Phase 3,,2018,Futility / unlikely to meet primary endpoints,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4([C@]35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2,WKDNQONLGXOZRG-BOPKNSRXSA-N,67979346,OK,2018.0,95,"The molecule presents a highly optimized CNS profile from a purely physicochemical standpoint, utilizing a complex spirocyclic core to maximize Fsp3, break planarity, and maintain a low TPSA/MW ratio ideal for BBB penetration. The basic amino-imidazole motif is a textbook catalytic aspartate binder for aspartyl proteases. However, this basic center (pKa ~8-9) coupled with the lipophilic biaryl-alkyne tail generates a classic hERG pharmacophore. Furthermore, the propynyl moiety is a structural alert for CYP-mediated Mechanism-Based Inactivation (MBI) via reactive oxirene or ketene intermediates. Crucially, the biological advisory mandates a 50-point penalty due to the catastrophic on-target liabilities of BACE1 inhibition (synaptic degradation, cognitive worsening) and class-wide DILI risks. The combination of inherent target toxicity, structural MBI flags, and hERG liabilities renders this scaffold unviable for chronic CNS therapy. Tox Summary: Not Clean.",Medium,"['Propynyl group (internal alkyne, potential CYP MBI)', 'Basic amino-heterocycle linked to lipophilic tail (hERG pharmacophore)']",0.15,"Significant hERG liability driven by the basic amidine-like motif and lipophilic tail, compounded by potential CYP MBI from the alkyne. Class-wide DILI and retinal toxicity further suppress phase 1 success.",0.05,"While BBB penetration and target engagement are highly probable given the excellent CNS MPO, the biological advisory highlights that target engagement leads to paradoxical cognitive worsening, guaranteeing failure in efficacy endpoints.",0.01,Chronic BACE1 inhibition is fundamentally incompatible with synaptic plasticity. Zero therapeutic window exists between amyloid lowering and neurological degradation.,7.5e-05,TERMINATE,"BACE1 is a notorious clinical graveyard. Inhibition of this target for CNS indications has consistently resulted in paradoxical cognitive worsening across multiple chemically distinct scaffolds. This catastrophic failure is driven by on-target interference with physiological BACE1 substrates critical for synaptic plasticity, spine formation, and normal neurological function (e.g., SEZ6, CHL1). Furthermore, the class is plagued by idiosyncratic drug-induced liver injury (DILI), retinal toxicity, and sleep disturbances. The biological mechanism is fundamentally flawed for chronic CNS therapy, offering zero therapeutic window between amyloid lowering and synaptic degradation. Proceeding with a BACE1 inhibitor is clinical suicide."
Atabecestat,Atabecestat (JNJ-54861911),BACE1 inhibitor,b-site Amyloid Precursor Protein Cleaving Enzyme (BACE1),Alzheimer disease,Phase 2/3,,2018,Elevated liver enzymes; benefit/risk no longer favorable,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,C[C@]1(C=CSC(=N1)N)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)C#N)F,VLLFGVHGKLDDLW-SFHVURJKSA-N,68254185,OK,2018.0,85,"While the molecular weight (367 Da) and cLogP (~2.5) masquerade as a pristine CNS profile, the polar surface area (TPSA > 100 Å²) and hydrogen bond donor count (HBD = 3) completely sabotage passive blood-brain barrier penetrance. This chasm between lipophilicity and polarity guarantees that massive systemic doses will be required to drive even marginal free drug into the brain. Structurally, the 1,4-thiazine ring is a glaring liability for rapid S-oxidation, acting as a metabolic sink, while the basic amidine/isothiourea motif introduces off-target promiscuity risks. However, the fatal blow comes from the target biology: BACE1 inhibition is a definitive clinical graveyard. As mandated by the biological advisory, this mechanism actively drives paradoxical cognitive worsening and brain volume loss. The high systemic dose burden required to overcome the poor BBB permeability will inevitably trigger severe idiosyncratic DILI and retinal toxicity. A 50-point penalty is applied for the catastrophic target stigma. Tox Summary: Not Clean.",Medium,"1,4-thiazine (S-oxidation liability), basic amidine/isothiourea (off-target promiscuity)",0.3,"High systemic doses required to force this polar molecule across the BBB dramatically increase the risk of idiosyncratic DILI and off-target effects, compounded by the inherent toxicity of the target class.",0.05,"BACE1 inhibition has repeatedly demonstrated paradoxical cognitive worsening and accelerated brain volume loss in clinical trials, making true clinical efficacy highly improbable.",0.01,"The mechanism is actively harmful. The combination of target-mediated neurotoxicity, retinal toxicity, and dose-driven DILI ensures catastrophic failure in large-scale chronic trials.",0.00015,TERMINATE,"BACE1 inhibition is a definitive clinical graveyard for CNS indications. The mechanism is fundamentally flawed; class-wide clinical data has repeatedly demonstrated paradoxical cognitive worsening, accelerated brain volume loss, and neuropsychiatric adverse events (sleep disturbances, suicidal ideation). Furthermore, achieving sufficient blood-brain barrier penetrance for aspartyl protease inhibitors often necessitates high systemic exposures. This high dose burden, combined with the target class's inherent liabilities, drives severe idiosyncratic drug-induced liver injury (DILI) and retinal toxicity. The biological risk is extreme, as the mechanism has proven to be actively harmful in human trials rather than merely inefficacious."
Elenbecestat,Elenbecestat (E2609),BACE inhibitor,b-site Amyloid Precursor Protein Cleaving Enzyme (BACE),Alzheimer disease,Phase 3,,2019,Unfavorable benefit/risk per DSMB (MISSION trials ended),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@@H]1[C@H]2CSC(=N[C@]2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(N=C4)C(F)F)F)N,AACUJFVOHGRMTR-DPXNYUHVSA-N,57827330,OK,2019.0,75,"From a pure medicinal chemistry perspective, this scaffold is a masterclass in CNS drug design. The complex fused amino-thiazine/oxazine core acts as a highly efficient, low-molecular-weight transition-state isostere for the aspartyl protease active site. The designers successfully kept the MW under 450 and cLogP in the optimal 1.5-2.5 range, utilizing a difluoromethylpyrazine to tune pKa and block oxidative metabolism while maintaining a rigid, low-entropy conformation. However, as the Biological Advisory mandates, this elegant chemistry is entirely wasted on a cursed target. BACE1 inhibition is fundamentally flawed for CNS indications, leading to paradoxical cognitive worsening due to interference with synaptic plasticity. Furthermore, the dense, heteroatom-rich core carries an inherent risk of idiosyncratic DILI, a known class liability, alongside BACE2-driven retinal toxicity. I am applying the 50-point penalty for historical target stigma. This is a beautifully designed molecule that is biologically doomed. Tox Summary: Chemically clean, but biologically toxic (On-target cognitive decline and DILI risk).",High,"Fused cyclic amidine/isothiourea (potential for idiosyncratic DILI via reactive intermediates), Thioether (susceptible to S-oxidation)",0.75,"Excellent physicochemical properties (MW < 450, low cLogP, high rigidity) minimize hERG and promiscuity risks. Likely to pass acute safety and SAD/MAD cohorts.",0.65,"The transition state isostere is highly potent. The molecule will successfully cross the BBB, engage the target, and easily meet biomarker endpoints (e.g., A-beta reduction).",0.02,"Chronic dosing in large CNS trials will inevitably reveal the class-wide paradoxical cognitive worsening, alongside potential BACE2-mediated retinal or liver toxicities. Terminal biological failure is almost guaranteed.",0.00975,TERMINATE,"This candidate targets BACE (beta-secretase) for a CNS indication, which is one of the most notorious clinical graveyards in modern pharmacology. The mechanism is fundamentally flawed: clinical trials across multiple chemically distinct BACE inhibitors have consistently demonstrated paradoxical cognitive worsening in patients, likely due to the inhibition of BACE1's physiological role in synaptic plasticity and myelination. Furthermore, the class is plagued by BACE2 cross-reactivity (leading to retinal toxicity and pigmentation issues) and a high incidence of idiosyncratic Drug-Induced Liver Injury (DILI). Even with perfect chemistry and CNS penetrance, the on-target biology is actively detrimental to the patient."
Tarenflurbil,Tarenflurbil (Flurizan),g-secretase modulator,g-secretase complex (selective modulation),Mild Alzheimer disease,Phase 3,,2008,Phase 3 failed to meet cognition/ADL endpoints; development stopped lack of efficacy due to very poor BBB Permeable,clinical_failure,CNS,pk_adme,poor_BBB_permeability,Discontinued for PK/ADME,C[C@H](C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,SYTBZMRGLBWNTM-SNVBAGLBSA-N,92337,OK,2008.0,95,"This structure represents a catastrophic mismatch between physicochemical properties and the intended therapeutic compartment. You are attempting to drug a chronic CNS target with a lipophilic carboxylic acid—a chemotype fundamentally biased against blood-brain barrier (BBB) penetration. The propionic acid moiety (pKa ~4.5) will be >99% ionized at physiological pH, while the greasy fluorobiphenyl tail guarantees near-total sequestration by human serum albumin (>99% PPB). Consequently, the unbound fraction available to enter the brain will be microscopic. As the biological advisory correctly notes, forcing target engagement will require astronomical systemic doses. This directly triggers the 'Rule of Two' (cLogP ~4.0 + high dose), guaranteeing severe idiosyncratic drug-induced liver injury (DILI). The structural mechanism for this toxicity is obvious: the propionic acid will undergo extensive Phase II metabolism to form an acyl glucuronide, a reactive electrophile notorious for acyl migration, covalent protein adduction, and immune-mediated hepatotoxicity. Furthermore, the unsubstituted distal phenyl ring is highly vulnerable to CYP-mediated para-hydroxylation. Adding the 45-point penalty for the historically doomed gamma-secretase mechanism, this asset is a pharmacokinetic and toxicological dead end. Tox Summary: Not Clean (High DILI risk via reactive acyl glucuronidation at massive required doses).",Low,Propionic acid (high risk of reactive acyl glucuronide formation leading to covalent protein adduction),0.15,Astronomical systemic doses required to force any CNS exposure will inevitably trigger hepatic enzyme elevations (ALT/AST) and dose-limiting toxicities in early healthy volunteer cohorts.,0.05,Achieving meaningful CNS target engagement without catastrophic systemic toxicity is physically impossible due to the >99% plasma protein binding and poor BBB permeability of the ionized acid.,0.01,Chronic administration of a reactive-metabolite-forming lipophilic acid at massive doses for a neurodegenerative indication guarantees late-stage DILI failures.,7.5e-05,TERMINATE,"Gamma-secretase modulation for chronic CNS indications is a notorious clinical graveyard. While modulators (GSMs) theoretically attempt to avoid the catastrophic Notch-signaling toxicities seen with gamma-secretase inhibitors, the entire class has universally failed in late-stage trials due to lack of efficacy and target engagement failures. Furthermore, the provided scaffold is a lipophilic carboxylic acid, which guarantees >99% plasma protein binding and an abysmal free fraction crossing the blood-brain barrier. To achieve meaningful CNS target engagement, astronomical systemic doses (often >1000 mg/day) are required. This massive dose burden over years of chronic administration guarantees severe hepatotoxicity (DILI) and systemic off-target liabilities. The biological hypothesis is fundamentally flawed, and the pharmacokinetic reality of driving this chemotype into the brain makes it unviable."
Tramiprosate,Tramiprosate (Alzhemed),Amyloid aggregation mod.,Amyloid-beta (A-beta) monomers (prevents aggregation),Alzheimer disease,Phase 3,,2007,Phase 3 not significantly better than placebo; development discontinued,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C(CN)CS(=O)(=O)O,SNKZJIOFVMKAOJ-UHFFFAOYSA-N,1646,OK,2007.0,92,"This structure represents a catastrophic failure of basic medicinal chemistry principles for a CNS indication. The molecule is a short aliphatic chain bearing a primary amine and a strongly acidic sulfonic acid. At physiological pH (7.4), it exists exclusively as a highly polar zwitterion. Consequently, its cLogP is deeply negative, and its passive blood-brain barrier (BBB) permeability will be virtually zero. As highlighted by the biological advisory, modulating amyloid aggregation requires high stoichiometric concentrations in the brain. Attempting to force a zwitterion across the BBB via brute-force dosing will require astronomical oral quantities (grams per day), guaranteeing severe gastrointestinal intolerance (osmotic diarrhea) without achieving meaningful central target engagement. While metabolically stable and lacking traditional reactive toxicophores, the fundamental PK/PD disconnect renders this scaffold entirely unsuited for its intended purpose. Tox Summary: Clean structurally, but clinically unviable due to massive dose requirements and zero passive CNS penetration.",High,"None (endogenous-like aliphatic zwitterion, but massive dosing will cause osmotic GI toxicity)",0.65,"Structurally benign and highly water-soluble, meaning it will likely clear basic safety at low doses, though the massive doses required for any theoretical efficacy will trigger severe GI adverse events.",0.05,"Guaranteed failure. A zwitterionic sulfonic acid cannot passively cross the BBB to reach the CNS target, and the amyloid modulation mechanism is historically flawed.",0.01,"Zero commercial viability. The combination of a failed mechanism, lack of target engagement, and massive pill burden ensures insurmountable attrition.",0.000325,TERMINATE,"Small molecule amyloid aggregation modulation is one of the most notorious clinical graveyards in modern pharmacology. While large-molecule immunotherapies have recently validated amyloid clearance, small molecules attempting to cap, bind, or modulate A-beta fibrils have a near 100% attrition rate in Phase 3 due to lack of efficacy. Furthermore, there is a catastrophic PK/PD disconnect here: the molecule is a highly polar, low-molecular-weight aliphatic sulfonic acid. It will be heavily ionized at physiological pH, resulting in abysmal passive blood-brain barrier (BBB) penetration. Because amyloid modulation requires high stoichiometric concentrations to physically alter protein aggregation in the CNS, the systemic dose required to drive even marginal brain exposure would be astronomical (likely grams per day). This guarantees a massive pill burden, severe GI intolerance, and systemic exposure liabilities without achieving meaningful central target engagement."
