compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
Preladenant,,Adenosine A2A antagonist,Adenosine A2A receptor,"Parkinson disease (motor symptoms, adjunct)",Phase 3,,2013,No evidence of efficacy vs placebo in Phase 3,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6,DTYWJKSSUANMHD-UHFFFAOYSA-N,10117987,OK,2013.0,95,"This molecule is a physicochemical disaster for a CNS indication, compounded by a fatal structural alert. First, the CNS MPO is severely compromised: the nitrogen-dense fused heterocyclic core combined with the flexible, polar 2-methoxyethoxy tail pushes the TPSA well beyond the strict 90 Å² limit required for efficient blood-brain barrier penetration. To achieve adequate striatal receptor occupancy, massive systemic doses will be required. This directly triggers the biological hard-kill identified by the advisory: the unhindered furan ring. High systemic exposure will guarantee rapid CYP450-mediated bioactivation into highly reactive cis-enedione intermediates, leading to massive covalent protein binding and idiosyncratic DILI. Furthermore, the basic piperazine linked via a two-carbon spacer to a large, flat aromatic system constitutes a classic hERG pharmacophore, adding cardiovascular liability to the hepatic toxicity. You are pairing poor brain penetrance with guaranteed systemic toxicity. Tox Summary: Not Clean.",Low,Unhindered furan (CYP450 bioactivation to reactive cis-enedione),0.1,"Presence of a hard-kill structural alert (furan) guarantees reactive metabolite formation and DILI risk, severely compromising Phase 1 safety. The hERG pharmacophore further degrades the safety profile.",0.15,"High TPSA and borderline MW severely restrict BBB permeability, making adequate CNS target engagement highly improbable without dose-limiting systemic toxicity.",0.02,"Chronic administration of a furan-containing molecule at the doses required for CNS efficacy will inevitably trigger idiosyncratic hepatotoxicity, ensuring Phase 3 failure.",0.0003,TERMINATE,"Adenosine A2A antagonism for CNS indications is a notorious clinical graveyard, historically plagued by marginal efficacy, failure to differentiate from standard-of-care, and dose-limiting psychiatric/motor adverse events. However, the biological hard-kill here is structural: the presence of an unhindered furan ring. Hepatic CYP450 enzymes will rapidly bioactivate this furan into highly reactive, electrophilic cis-enedione intermediates. To achieve the necessary striatal receptor occupancy for CNS efficacy, the required systemic dose will generate a massive reactive metabolite burden. This will inevitably lead to covalent binding to hepatic proteins, triggering severe idiosyncratic Drug-Induced Liver Injury (DILI). You are pairing a low-probability efficacy mechanism with a guaranteed hepatotoxic liability."
Isradipine,Isradipine (CR),Calcium channel blocker,L-type voltage-gated Ca2+ channels (investigated for Parkinson's),Disease modification in early Parkinson,Phase 3,,2020,No slowing of clinical progression vs placebo (STEADY-PD III),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,OK,2020.0,85,"Physicochemically, the molecule presents an acceptable MW (~371) and cLogP (~3.5), but the TPSA is elevated (~100 Å²) due to the dual esters, dihydropyridine NH, and benzofurazan ring. This restricts efficient BBB penetration, violating strict CNS MPO guidelines. Structurally, the 1,4-dihydropyridine core is a severe liability, acting as a highly efficient substrate for CYP3A4-mediated aromatization to the inactive pyridine. This guarantees massive first-pass metabolism and poor oral bioavailability. The dual esters are also vulnerable to carboxylesterase hydrolysis, and the benzofurazan moiety presents a redox-cycling risk. Integrating the biological advisory: deploying a peripheral vasodilator scaffold for a CNS target is a fatal strategic error. The high systemic Cmax required to force this metabolically unstable, borderline-permeable molecule into the brain will inevitably trigger profound, dose-limiting hypotension and reflex tachycardia long before CNS target engagement is achieved. The therapeutic index is non-existent. Tox Summary: Not Clean (High risk of on-target peripheral cardiovascular toxicity and redox stress).",Low,"['1,4-dihydropyridine (CYP3A4 aromatization liability)', 'Benzofurazan (redox-active moiety)', 'Aliphatic esters (carboxylesterase liability)']",0.25,High risk of dose-limiting peripheral hypotension and reflex tachycardia in healthy volunteers due to the massive systemic exposures required to overcome first-pass metabolism and poor BBB permeability.,0.05,Zero chance of achieving meaningful CNS target occupancy without triggering trial-halting cardiovascular adverse events. The therapeutic window is inverted.,0.05,"Chronic dosing of a redox-active, metabolically unstable peripheral vasodilator at the extreme doses required for CNS exposure is clinically unviable.",0.000625,TERMINATE,"Attempting to drug a CNS indication with a dihydropyridine-like calcium channel blocker is a classic pharmacological trap. The fundamental flaw is the therapeutic index: achieving meaningful target occupancy in the brain requires systemic exposures that will inevitably trigger profound peripheral vasodilation, severe hypotension, and reflex tachycardia. Furthermore, this highly lipophilic scaffold is typically subject to extensive CYP3A4-mediated first-pass metabolism, necessitating higher oral doses that spike hepatic burden and systemic Cmax. The clinical trial will be halted due to dose-limiting cardiovascular adverse events long before any CNS efficacy is observed."
NXY-059,,Free-radical trap,Free radicals (nitrone spin trap),Acute ischemic stroke,Phase 3,,2006,SAINT II negative for endpoints ‚Üí development discontinued,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)(C)/[N+](=C/C1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])/[O-].[Na+].[Na+],XLZOVRYBVCMCGL-BPNVQINPSA-L,6440181,OK,2006.0,95,"This molecule represents a catastrophic disconnect between physicochemical properties and the intended therapeutic compartment (CNS). The structure features a bis-sulfonate moiety, rendering it a permanently charged dianion at physiological pH with a TPSA exceeding 150 Å² and a deeply negative LogD. Passive blood-brain barrier (BBB) permeation is thermodynamically impossible. As highlighted by the biological advisory, the nitrone spin-trap mechanism is stoichiometric, demanding massive target-site concentrations to neutralize ROS. Achieving these concentrations in the brain with a highly polar, rapidly renally cleared dianion is a pharmacokinetic fantasy, relying entirely on pathological BBB breakdown which guarantees erratic and sub-therapeutic exposure. The requirement for massive systemic IV doses to force even marginal CNS penetrance will lead to severe systemic clearance burdens. Tox Summary: Not Clean (Massive dose requirements of a reactive nitrone species present significant systemic liabilities).",High,"Nitrone (reactive radical trap, potential for off-target covalent adducts at the massive doses required)",0.65,"Highly polar, low MW compounds often clear Phase 1 safety as they are rapidly excreted renally without significant hepatic metabolism or hERG binding (due to lack of lipophilicity), though the massive IV doses required pose acute tolerability risks.",0.02,"Near-zero probability of success. The bis-sulfonate dianion cannot cross the intact BBB. Target engagement in the CNS will be negligible, and relying on ischemic BBB breakdown ensures highly variable, sub-therapeutic exposure.",0.01,"If pushed to Phase 3 based on flawed Phase 2 surrogate endpoints or highly selected patient populations, the fundamental lack of robust CNS exposure and the stoichiometric limitations of the mechanism will guarantee failure in a broad clinical setting.",0.00013,TERMINATE,"Free-radical trapping in the CNS is a notorious clinical graveyard. The fundamental flaw of this mechanism is stoichiometry: a spin trap neutralizes reactive oxygen species (ROS) at a 1:1 ratio, unlike endogenous catalytic enzymes. This demands massive target-site concentrations to be efficacious. However, this specific scaffold is a highly polar dianion (bis-sulfonate), making passive Blood-Brain Barrier (BBB) penetration thermodynamically prohibitive. Relying on ischemic or pathological BBB breakdown for delivery guarantees highly variable, sub-therapeutic CNS exposure. To force even marginal brain penetrance, massive systemic IV doses are required, leading to high systemic clearance burden without ever achieving the necessary local stoichiometry to halt the rapid oxidative cascade."
Gavestinel,,NMDA glycine-site antagonist,NMDA receptor glycine binding site,Acute stroke neuroprotection,Phase 3,,2000,No improvement in functional outcome (GAIN International),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1=CC=C(C=C1)NC(=O)/C=C/C2=C(NC3=C2C(=CC(=C3)Cl)Cl)C(=O)O,WZBNEZWCNKUOSM-VOTSOKGWSA-N,6450546,OK,2000.0,95,"Integrating the biological advisory (+45 penalty for NMDA target attrition), this molecule represents a fundamental failure in physicochemical design for a CNS indication. The presence of a free carboxylic acid (pKa ~3.5) guarantees >99.9% ionization at physiological pH. Passive blood-brain barrier (BBB) penetration for an anion is virtually non-existent. As noted in the advisory, achieving central target engagement will require massive systemic dosing. This exposes the fatal MedChem flaw: pushing high doses of a highly lipophilic, di-chlorinated indole acid will result in >99% plasma protein binding and severe hepatic burden. Metabolically, the carboxylic acid is a prime substrate for UGTs, forming an acyl glucuronide. Given the lipophilic, halogenated core, this acyl glucuronide is highly likely to be reactive, leading to transesterification, covalent adduction of hepatic proteins, and idiosyncratic DILI. Furthermore, the alpha,beta-unsaturated amide presents a soft electrophilic liability, albeit sterically and electronically dampened by the indole. Tox Summary: Not Clean.",Low,"Carboxylic acid (reactive acyl glucuronide risk leading to DILI), alpha,beta-unsaturated amide (potential soft electrophile), 4,6-dichloroindole (lipophilic hepatic trapping)",0.25,"High systemic doses required to force BBB penetration will expose the liver to massive concentrations of the di-chlorinated indole, triggering dose-limiting transaminase elevations and acyl glucuronide-mediated toxicity.",0.05,Target engagement in the CNS is physically precluded by the ionized carboxylic acid. The therapeutic window is inverted: systemic toxicity will occur long before central efficacy is achieved.,0.01,The NMDA graveyard stigma combined with a near-certainty of idiosyncratic DILI in a larger patient population makes chronic approval impossible.,0.000125,TERMINATE,"NMDA receptor antagonism for CNS indications is a notorious clinical graveyard with a near 100% historical attrition rate in Phase 3, particularly in neuroprotection and stroke. While targeting the glycine co-agonist site is a classic attempt to bypass the severe psychotomimetic toxicities of channel pore blockers, it fails fundamentally due to poor translation from rodent models to human pathology. Furthermore, the structural presence of a highly polar carboxylic acid moiety severely restricts blood-brain barrier (BBB) penetration. To achieve meaningful central target engagement, massive systemic doses will be required. Pushing high doses of a halogenated, highly protein-bound molecule will inevitably lead to a massive hepatic burden, idiosyncratic DILI risk, and systemic toxicity long before therapeutic CNS levels are reached."
Aptiganel,Aptiganel (Cerestat; CNS-1102),NMDA receptor antagonist,NMDA receptor ion channel (non-competitive),Acute ischemic stroke,Phase 2/3,,2001,"Lack of efficacy and serious safety concerns, including a trend toward increased mortality in clinical trials",clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCC1=CC(=CC=C1)N(C)C(=NC2=CC=CC3=CC=CC=C32)N,BFNCJMURTMZBTE-UHFFFAOYSA-N,60840,OK,2001.0,92,"While the molecular weight (~318 g/mol) and TPSA (~60 Å²) technically fall within the CNS MPO Goldilocks zone, this molecule is a physicochemical nightmare. The architecture consists of a highly basic guanidine core (pKa > 9) flanked by two massive grease blocks (1-naphthyl and 3-ethylphenyl). This creates a textbook hERG pharmacophore: a strong basic center directly coupled to deep hydrophobic clusters. Furthermore, this 'basic grease' profile guarantees severe lysosomal trapping and phospholipidosis, perfectly aligning with Salah's biological advisory regarding CNS trapping. The high cLogP (>4.0) will drive non-specific binding, obliterating any functional LipE. Metabolically, the ethyl group is a prime target for benzylic oxidation, and the N-methyl group invites rapid N-demethylation. Compounding these structural flaws is the massive 45-point penalty for the NMDA antagonist mechanism, a notorious clinical graveyard with a non-existent therapeutic window. The dose required for efficacy will inevitably trigger profound psychotomimetic effects. Tox Summary: Not Clean.",Low,"Highly basic N,N,N'-trisubstituted guanidine (lysosomotropism/phospholipidosis), 1-naphthyl-guanidine motif (hERG pharmacophore)",0.15,Severe risk of acute cardiovascular events (hERG liability) and dose-limiting psychotomimetic toxicities due to the fundamentally flawed NMDA mechanism.,0.1,Efficacy is entirely confounded by the inability to reach therapeutic receptor occupancy without triggering intolerable CNS adverse events.,0.02,"Chronic administration is precluded by the high risk of phospholipidosis, lysosomal trapping, and potential neurotoxicity (Olney's lesions).",0.0003,TERMINATE,"NMDA receptor antagonism is one of the most notorious clinical graveyards in CNS drug development. Historical attempts at utilizing NMDA antagonists for broad CNS indications (such as neuroprotection in stroke or TBI) have universally failed in Phase 3 due to a fundamentally flawed therapeutic window. On-target toxicities are severe and dose-limiting, including profound psychotomimetic effects (hallucinations, agitation, dissociation), cardiovascular liabilities, and potential neurotoxicity (Olney's lesions). The highly lipophilic, basic guanidine scaffold presented will readily cross the blood-brain barrier, but this guarantees CNS trapping and exacerbates the risk of phospholipidosis. The dose required to achieve meaningful receptor occupancy for efficacy will inevitably overlap with the threshold for intolerable psychiatric and neurological adverse events."
Telcagepant,Telcagepant (MK-0974),CGRP receptor antagonist,Calcitonin gene-related peptide (CGRP) receptor,Acute migraine,Phase 3,,2011,Liver enzyme elevations / DILI concern � development discontinued,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1C[C@H](C(=O)N(C[C@@H]1C2=C(C(=CC=C2)F)F)CC(F)(F)F)NC(=O)N3CCC(CC3)N4C5=C(NC4=O)N=CC=C5,CGDZXLJGHVKVIE-DNVCBOLYSA-N,11319053,OK,2011.0,68,"This NCE is a classic 'Brick' masquerading as a CNS therapeutic. With a molecular weight exceeding 600 Da and an estimated TPSA well over 100 Å², it flagrantly violates every established CNS MPO guideline. The medicinal chemistry strategy here is evident: the hERG liability typical of basic piperidines has been masterfully neutralized by incorporating the nitrogen into a urea linkage, abolishing the basic pKa. However, this safety feature comes at an exorbitant physicochemical cost. The amalgamation of a trifluoroethyl group, a difluorophenyl ring, an azepanone core, and an imidazopyridinone creates massive structural bloat. To achieve adequate free-drug concentrations across the blood-brain barrier with such poor physicochemical properties, the clinical dose must be pushed aggressively. As the biological advisory correctly highlights, this high dose burden, combined with the extensive hepatic clearance required for such a lipophilic and complex xenobiotic, creates a perfect storm for idiosyncratic Drug-Induced Liver Injury (DILI). The 'Rule of Two' (high lipophilicity + high daily dose) is a glaring red flag. Tox Summary: Not Clean (High DILI risk driven by physicochemical bloat and high anticipated dose burden).",Medium,"['Trifluoroethyl N-alkylation (minor risk of oxidative defluorination)', 'High-MW lipophilic core (primary driver of hepatic xenobiotic load and DILI)']",0.65,"The lack of a basic amine effectively eliminates hERG risk, and there are no overt suicide inhibition (MBI) alerts. However, transaminase elevations in healthy volunteers at the high doses required for CNS exposure remain a tangible risk.",0.4,"Target engagement is probable given the structural complexity tailored for the receptor, but achieving sufficient central exposure with a MW > 600 and high TPSA will severely bottleneck efficacy.",0.15,"Idiosyncratic DILI is the grim reaper of Phase 3 for heavily metabolized, high-dose lipophilic drugs. The sheer volume of hepatic processing required for this NCE makes chronic safety in a broad population highly precarious.",0.039,CAUTION,"The CGRP receptor antagonist class is a notorious clinical minefield. While the biological rationale for CNS indications (migraine) is highly validated, the historical attrition rate is driven entirely by severe, idiosyncratic Drug-Induced Liver Injury (DILI). The structural complexity and high lipophilicity of this NCE strongly suggest extensive hepatic metabolism. To achieve adequate systemic and CNS exposure for sufficient receptor occupancy, this molecule will likely require a high clinical dose burden (potentially >50-100mg). High dose combined with heavy hepatic clearance is the exact mechanistic trap that killed the first generation of gepants. Efficacy is probable, but the therapeutic window is entirely at the mercy of the liver's capacity to process the xenobiotic load without generating reactive, hepatotoxic metabolites."
Avoralstat,Avoralstat (BCX4161),Plasma kallikrein inhibitor,Plasma Kallikrein,Hereditary angioedema,Phase 3,,2018,Poor PK with insufficient systemic exposure,clinical_failure,Immunology,pk_adme,low_exposure_pk_failure,Discontinued for efficacy,COC1=CC(=C(C=C1C=C)C(=O)NC2=CC=C(C=C2)C(=N)N)C3=C(N=C(C=C3)C(=O)NCC4CC4)C(=O)O,TUWMKPVJGGWGNL-UHFFFAOYSA-N,86566678,OK,2018.0,92,"This molecule is a classic 'brute-force' serine protease inhibitor relying on a highly basic amidine (pKa ~11) to engage the S1 pocket, paired with a carboxylic acid. This creates a zwitterionic brick at physiological pH. With a TPSA > 150 Å², 5 HBDs, and MW > 500, passive membrane permeability will be virtually non-existent. As noted in the biological advisory, achieving systemic exposure will require massive oral doses, guaranteeing GI intolerance and a high hepatic burden. Furthermore, the presence of an unshielded vinyl group on the central phenyl ring is a glaring structural alert; it is highly susceptible to CYP-mediated epoxidation, generating a reactive electrophile that drastically elevates DILI risk—a risk magnified by the high doses necessitated by its poor ADME profile. The amidine also carries a severe risk of off-target promiscuity across the serine protease family, threatening catastrophic coagulation liabilities. Tox Summary: Not Clean.",Low,"Unshielded vinyl group (CYP-mediated epoxidation to reactive electrophile), Amidine (off-target serine protease promiscuity and coagulation risk)",0.2,High risk of DILI from reactive epoxide formation and potential bleeding events from off-target serine protease inhibition. Capped at 20% due to hard kill structural alerts.,0.15,Abysmal oral bioavailability due to its zwitterionic nature will make achieving therapeutic target engagement nearly impossible without severe GI side effects.,0.05,"Chronic dosing of a high-dose, reactive-metabolite-forming zwitterion with coagulation liabilities is a guaranteed clinical failure.",0.0015,CAUTION,"Targeting plasma kallikrein is biologically validated for bradykinin-driven immunological cascades (e.g., angioedema), but the chemotype required to hit this serine protease is a clinical minefield. The structure features a highly basic amidine moiety—a classic, brute-force P1 pocket arginine mimetic—paired with a carboxylic acid. This creates a highly polar, zwitterionic nightmare that will inevitably suffer from abysmal oral bioavailability. To force enough systemic exposure to maintain trough levels and prevent breakthrough attacks, the oral dose will likely need to be pushed well over 100mg. High dose plus poor absorption equals severe GI intolerance and a massive first-pass burden on the liver, spiking DILI risk. Furthermore, if this molecule lacks absolute selectivity against the broader serine protease family (Factor XIa, thrombin, plasmin), you are looking at a catastrophic coagulation liability. The biology works, but the dose-to-toxicity ratio is walking a tightrope."
Olcegepant,,CGRP receptor antagonist,Calcitonin gene-related peptide (CGRP) receptor,Migraine,Phase 2,,2004,Low oral bioavailability limiting development,clinical_failure,CNS,pk_adme,poor_bioavailability,Discontinued for PK/ADME,C1CN(CCC1N2CC3=CC=CC=C3NC2=O)C(=O)N[C@H](CC4=CC(=C(C(=C4)Br)O)Br)C(=O)N[C@@H](CCCCN)C(=O)N5CCN(CC5)C6=CC=NC=C6,ITIXDWVDFFXNEG-JHOUSYSJSA-N,6918509,OK,2004.0,92,"This NCE is a physicochemical catastrophe for a CNS indication. With an estimated MW exceeding 850 Da, a TPSA well over 150 Å², and multiple hydrogen bond donors (HBD = 6), it violates every tenet of CNS MPO. It is simultaneously a 'Brick' (massive size/polarity) and a 'Balloon' (excessive rotatable bonds). The highly peptidic backbone (multiple amides, urea linkage, primary aliphatic amine) guarantees rapid proteolytic degradation, high clearance, and abysmal oral bioavailability. I fully endorse the biological advisory: the inherently poor PK necessitates a massive oral dose to achieve any systemic exposure, let alone brain penetration (which is physically impossible via passive diffusion for this chemotype). This high dose burden, combined with the dibromophenol moiety—a glaring structural alert for CYP-mediated bioactivation to highly reactive, electrophilic quinone or quinone methide species—creates a perfect storm for idiosyncratic DILI and covalent protein binding. The primary amine also presents a metabolic liability via MAO oxidation. Tox Summary: Not Clean.",Low,"['Dibromophenol (high risk of bioactivation to reactive quinone/quinone methide species)', 'Primary aliphatic amine (susceptible to MAO oxidation and conjugation)', 'Peptidic backbone (high susceptibility to amidases/peptidases)']",0.15,Severe DILI risk driven by the combination of a required high dose (due to poor bioavailability) and the presence of a dibromophenol reactive metabolite precursor. Hard penalty applied.,0.05,Target engagement in the CNS is virtually impossible. The molecule's massive MW and TPSA completely preclude passive blood-brain barrier (BBB) penetration.,0.01,"Chronic administration of a high-dose, hepatotoxic, peptidic molecule with zero CNS penetrance has no viable commercial or clinical path forward.",7.5e-05,TERMINATE,"CGRP receptor antagonists ('gepants') are a notorious clinical graveyard due to severe hepatotoxicity. The structural complexity, high molecular weight, and peptidic features (multiple amides, basic amines) of this NCE predict poor oral bioavailability. To achieve adequate systemic and CNS exposure, a massive oral dose (>100mg) will be required. This high dose-burden, combined with the presence of a dibromophenol moiety that acts as a structural alert for reactive quinone-like metabolites, guarantees massive hepatic stress. High dose plus reactive metabolites equals an unacceptable risk of idiosyncratic Drug-Induced Liver Injury (DILI)."
BMS 488043,"BMS-448043 (MKS21EJ435, BMS-043)",HIV-1 attachment inhibitor,HIV-1 gp120 protein,HIV infection,Phase 1,,2005,Discontinued primarily due to poor bioavailability and suboptimal pharmacokinetics,clinical_failure,Infectious,pk_adme,poor_bioavailability,Discontinued for PK/ADME,COC1=CN=C(C2=C1C(=CN2)C(=O)C(=O)N3CCN(CC3)C(=O)C4=CC=CC=C4)OC,DBPMWRYLTBNCCE-UHFFFAOYSA-N,507806,OK,2005.0,82,"While the 2D metrics (MW 422, cLogP ~2.0) masquerade as developable, the 3D reality of this NCE is a rigid, planar 'brick' with catastrophic physical chemistry. The extended rigidity across the azaindole-diketo-piperazine-benzoyl axis guarantees high crystal lattice energy and abysmal aqueous solubility. Furthermore, the alpha-ketoamide motif is a glaring metabolic Achilles' heel, highly vulnerable to rapid reduction by ubiquitous cytosolic keto-reductases, driving high intrinsic clearance. Integrating the biological advisory: the virological mandate for sustained, high trough concentrations (Cmin > IC90) to outpace HIV-1 hypervariability is fundamentally incompatible with this molecule's poor solubility and rapid metabolism. Forcing therapeutic exposure will demand a massive, brute-force clinical dose (>500 mg/day). In a hepatically vulnerable, polypharmacy patient population, this high-dose burden of an insoluble xenobiotic is a textbook recipe for idiosyncratic DILI and severe GI intolerance. Tox Summary: Not Clean (High DILI risk secondary to massive dose requirements; metabolic instability of the alpha-ketoamide).",Low,"['Alpha-ketoamide (electrophilic and highly susceptible to keto-reductases)', 'Dimethoxy-azaindole (electron-rich core prone to oxidative bioactivation and O-demethylation)']",0.45,"Phase 1 will reveal severe exposure limitations due to 'brick dust' solubility and rapid keto-reduction, alongside dose-limiting GI intolerance at the massive doses required to force exposure.",0.25,Inability to reliably maintain Cmin > IC90 without a prodrug strategy will lead to rapid viral breakthrough and resistance in the hypervariable HIV-1 envelope.,0.1,"Chronic administration of a massive dose burden in a hepatically vulnerable, polypharmacy population carries an unacceptable risk of idiosyncratic DILI, severely capping late-stage survival.",0.01125,CAUTION,"Targeting HIV-1 attachment via the viral envelope (gp120) is biologically validated but clinically precarious due to the extreme hypervariability of the target. Pre-existing polymorphisms and the rapid emergence of resistance demand sustained, high trough concentrations (Cmin > IC90) to maintain viral suppression. The structural complexity of this NCE, particularly the diketo-piperazine linkage and bulky azaindole core, strongly predicts poor aqueous solubility and challenging pharmacokinetics. To achieve therapeutic exposure without a prodrug strategy, this molecule will likely require a massive clinical dose burden (>500mg/day). Chronic high-dose administration in a hepatically vulnerable, polypharmacy patient population significantly elevates the risk of idiosyncratic DILI, severe GI intolerance, and potential QTc liabilities."
DPC-083,,NNRTI,HIV-1 Reverse Transcriptase (Non-nucleoside),HIV infection,Phase 2,,2005,Program discontinued; PK/formulation constraints reported for related series (low solubility / absorption sensitivity),clinical_failure,Infectious,pk_adme,pk_formulation_liability,Discontinued for PK/ADME,C1CC1/C=C/[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)N2)C(F)(F)F,UXDWYQAXEGVSPS-GFUIURDCSA-N,5327770,OK,2005.0,75,"Physicochemically, this molecule is a rigid, low-molecular-weight (MW < 350) lipophilic brick. The combination of a trifluoromethyl group, a chloro-aromatic system, and a cyclopropyl-vinyl motif drives the cLogP into the 3.5-4.5 range while keeping TPSA dangerously low (< 50 Å²). This guarantees unrestricted blood-brain barrier (BBB) penetration, perfectly aligning with the biological advisory's warning of severe dose-limiting neuropsychiatric toxicities. Structurally, the trans-alkene is a glaring metabolic liability; it is highly susceptible to CYP-mediated epoxidation, generating reactive electrophiles that covalently bind to hepatic proteins—providing a direct mechanistic rationale for the observed hepatotoxicity and severe rash. Furthermore, the rigid, halogen-rich pharmacophore is a classic PXR activator and CYP3A4/2B6 interactor, ensuring polypharmacy nightmares in combination regimens. While the low molecular weight provides some baseline developability credit, the reliance on halogenated grease for affinity and the presence of a reactive alkene sink its clinical viability. Tox Summary: Not Clean (High risk of reactive epoxide formation and severe off-target CNS toxicity).",Low,"Trans-alkene (high risk of CYP-mediated epoxidation leading to covalent protein binding/DILI), Chloro-aromatic/CF3 combination (excessive lipophilicity driving CYP promiscuity and BBB penetration).",0.45,"The presence of the trans-alkene strongly predicts CYP-mediated epoxidation, leading to reactive metabolites that manifest as rash or hepatotoxicity early in dosing, severely threatening Phase 1 safety margins.",0.3,"Target engagement is likely adequate given the rigid, hydrophobic fit for the NNRTI pocket, but dose-limiting neuropsychiatric adverse events driven by massive BBB penetration will severely restrict the therapeutic window.",0.1,"Chronic administration will be plagued by CYP3A4/2B6 induction/inhibition, complicating co-administration with other antivirals. Furthermore, the high mutation rate of the target combined with the molecule's rigid binding mode ensures rapid resistance.",0.0135,CAUTION,"While the NNRTI mechanism is highly validated for viral suppression, it carries severe class-wide liabilities. The structural lipophilicity (trifluoromethyl, cyclopropyl, and chloro-aromatic motifs) guarantees extensive blood-brain barrier (BBB) penetration, strongly predicting dose-limiting neuropsychiatric toxicities such as severe depression, suicidality, and sleep disturbances. Furthermore, this class is notorious for promiscuous CYP450 interactions (particularly CYP2B6 and CYP3A4 induction/inhibition), creating a polypharmacy nightmare in combination regimens. Hepatotoxicity, severe rash, and the rapid emergence of viral resistance mutations (e.g., K103N) further narrow the therapeutic index and mandate strict combination therapy."
Enalkiren,,Direct renin inhibitor,Renin,Hypertension,Phase 2,,2000,Poor absorption and very low oral bioavailability (<2%); short half-life limited chronic oral development,clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,CC(C)C[C@@H]([C@@H]([C@H](CC1CCCCC1)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC3=CC=C(C=C3)OC)NC(=O)CC(C)(C)N)O)O,KQXVERRYBYGQJZ-WRPDIKACSA-N,60594,OK,2000.0,95,"This NCE is a pharmacokinetic nightmare, perfectly illustrating the 'Balloon' alert with excessive rotatable bonds (>15) and a massive molecular weight (>550). The physicochemical profile is abysmal for oral absorption: TPSA far exceeds 140 Å² and the HBD count is >5, guaranteeing near-zero oral bioavailability. As highlighted by the biological advisory, the structural necessity of mimicking a transition state for direct renin inhibition forces this highly polar, flexible peptidomimetic design. This in turn mandates massive clinical doses to achieve any systemic exposure. This high dose burden, combined with the molecule's structural complexity, triggers a severe DILI risk. While the gem-dimethyl group near the primary amine provides some steric shielding against rapid oxidative deamination, the sheer number of amide bonds and exposed polar surface area will drive rapid hepatic clearance and biliary excretion. The entropic penalty of binding such a flexible molecule, combined with the biologically redundant and clinically dangerous mechanism (hyperkalemia, hypotension), renders this scaffold unviable. Tox Summary: Not Clean (High DILI and GI tox risk driven by massive dose requirements).",Low,"['Primary amine (oxidative deamination risk)', 'Peptidomimetic backbone (high dose DILI risk)']",0.3,"Massive dose requirements to overcome <5% bioavailability will severely compress safety margins, increasing the risk of GI toxicity and early hepatic stress.",0.1,Abysmal ADME properties. Achieving sustained therapeutic target engagement in vivo will be nearly impossible without dose-limiting toxicities.,0.02,"Zero commercial viability. The mechanism is redundant compared to cheap standard-of-care, and the clinical risk of severe hyperkalemia and acute renal failure is unacceptable.",0.0006,TERMINATE,"Direct Renin Inhibitors (DRIs) are a notorious clinical graveyard. The target's active site requires large, peptidomimetic transition-state analogs to block the cleavage of angiotensinogen. This structural necessity—evident in the high molecular weight, multiple chiral centers, and peptide bonds of this NCE—guarantees abysmal oral bioavailability (typically <5%). To achieve therapeutic systemic exposure, massive clinical doses (>150-300mg) are mandatory. Flooding the GI tract and liver with high doses of a complex xenobiotic heavily taxes hepatic clearance and introduces significant DILI and GI toxicity risks. Biologically, apical blockade of the RAAS cascade triggers massive reactive hyperreninemia. Clinically, DRIs offer zero outcome benefits over dirt-cheap ACE inhibitors or ARBs, and combining them with standard-of-care RAAS inhibitors triggers severe hyperkalemia, hypotension, and acute renal failure. This mechanism is biologically redundant, pharmacokinetically cursed, and clinically dangerous."
